id,section,test,flag,finding,confidence,source,owner_agent
A11-04,A11,Listed-vs-unlisted sibling leakage,Green (predecessor limb); N/A (promoter limb - no controller),$0.0m flowing between nVent and Pentair plc tested on all three questions,5,09 Section 10; 07 Section 3B,09
A11-05,A11,Subsidiary financial transparency,Amber,2 perimeter changes in 18 months ($1.7bn out $979.6m in $1.75bn pending); no material subsidiary publishes its own numbers; FY2025 Exhibit 21 absent,3,FY24 10-K Exhibit 21; Q2 FY26 10-Q Note 5,09
A11-06,A11,Unlisted material-subsidiary governance (India),Not Applicable (LODR Reg 24 has no US/Irish equivalent),-,5,00 Section 5A,09
A11-07,A11,Off-balance-sheet entities with recourse,Green,0 unconsolidated entities with recourse; $0.0m guarantees; no VIE no SPE; captive insurer and Luxembourg finance vehicle named and consolidated,5,FY24 10-K; Q2 FY26 10-Q,09
A12-01,A12,Attrition,Insufficient Data,Not disclosed - the FY24 10-K Human Capital section carries no attrition figure,5,FY24 10-K Human Capital Matters,03
A12-02,A12,Median-employee pay vs executive pay,Insufficient Data,Not disclosed in the pool - the pay-ratio disclosure sits in the absent proxy,1,FY24 10-K Item 11,03
A12-03,A12,ESOP pool breadth,Amber,0.4m awards in the FY2026 annual grant to eligible employees; breadth evidenced by plan design not a disclosed participant count,4,Q2 FY26 10-Q; FY24 10-K Item 12,03
A12-04,A12,Workplace-conduct record,Amber,0 disclosed injury-rate fatality or complaint statistics; no adverse record found either,4,FY24 10-K; adverse-media sweep 2026-09-07,03
A13-01,A13,Professional CEO vs promoter-run,Green,9 of 9 non-employee directors independent; professional management no family control,5,DEF 14A 2026-03-31,07
A13-02,A13,View on the CEO (operating record),Green,8 years as CEO; Pentair Electrical Pentair Flow & Filtration Honeywell ECC before; no failed or abandoned ventures found,4,FY24 10-K Executive Officers; sweep 2026-09-07,07
A13-03,A13,Promoter vintage & involvement,Not Applicable (no promoters),0 promoters,5,00 Section 5A,07
A13-04,A13,Top-management team vintage,Green,8.4 years median at the company / 5.0 years in role across 10 named officers,5,FY24 10-K Executive Officers,01
A13-05,A13,Second-level team quality & bench,Green,10 named senior officers with dated roles and disclosed backgrounds; CFO seat refilled in one step,5,FY24 10-K; 8-K series 2025-03,01
A13-06,A13,Family dynamics / succession disputes,Not Applicable (no family shareholdings or disputes),0,5,07 Section 2,07
A13-07,A13,Controller's other material businesses,Not Applicable (no controller),0 competing or transacting private entities,5,07 Section 3 network map,07
A13-08,A13,Sensitive government dealings,Green,0 concentrated discretionary government dependencies,4,FY24 10-K customer/geography disclosure,07
A13-09,A13,Political connect,Green,0 political offices or donation links around any register person,4,PEP screen 2026-09-07,07
A14-01,A14,Leverage level (governance lens),Amber,1.15x net debt/EBITDA strict Section 15 basis ($1236.4m / $1074.6m); memo 1.28x on CIQ broad vendor basis; ~2.43x pro-forma Maverick; touched 3.00x at FY2024,5,Q2 FY26 10-Q; balance-sheet-survival/01,11
A14-02,A14,Loans & advances level,Green,0.0% of total assets - no loans advances or related-party receivable on the balance sheet,5,FY24 10-K balance sheet,11
A14-03,A14,Quality of lenders / bankers,Green,$600.0m committed undrawn unsecured revolver; $200.0m term loan; top-tier unsecured lender group with a Bank of America bridge,4,Q2 FY26 10-Q debt note; Maverick release,12
A15-01,A15,Exchange surveillance & volatility,Green,0 listing-deficiency notices halts or suspensions disclosed,4,NYSE/SEC EDGAR sweep 2026-09-07,04
A15-02,A15,Volume & liquidity,Green,$27703.6m market capitalization (161.857939m shares x $171.16),4,CIQ Key Stats LTM Jun-2026,04
A15-03,A15,Research coverage,Green,16 analysts (15 Buy 1 Outperform 0 Hold 0 Sell); 15 target-price contributors,4,CIQ Estimates Consensus tab,04
A15-04,A15,Pre-announcement price conduct,Insufficient Data,Not tested - intraday price/volume history unavailable; recorded as not clean not as clean,1,Pool inventory,04
A16-01,A16,Identity resolution,Green,21 persons anchored on a unique identifier or >=2 corroborating identifiers,4,07 Section 1,07
A16-02,A16,Directorship map,Green,0 undisclosed directorships,4,Registry + proxy reconciliation 2026-09-07,07
A16-03,A16,Disqualification registers,Green,0 bars or disqualifications,4,SEC officer-and-director bar register 2026-09-07,07
A16-04,A16,Criminal proceedings & arrests,Green,0 matters found,4,CourtListener + SALI sweeps 2026-09-07,07
A16-05,A16,Civil / commercial litigation history,Green,0 persons named in any posture,4,CourtListener sweep 2026-09-07,07
A16-06,A16,Securities-regulator actions,Green,0 orders against any person; the one SALI Wozniak is Joseph J Wozniak - possible namesake not attributed,5,SALI sweep 2026-09-07,07
A16-07,A16,Wilful-defaulter / fraud-borrower lists,Not Applicable (RBI instrument - no US/Irish equivalent),0 listings,5,00 Section 5A,07
A16-08,A16,Insolvency - the corporate-graveyard test,Amber,1 company entered insolvency under a register person's board role (Tupperware Chapter 11 2024-09-18 under Cameron's non-executive chairmanship),4,07 Section 2.5; Chapter 11 docket,07
A16-09,A16,Sanctions & watchlists,Green,0 matches on 13 of 21 persons screened; 8 persons not sanctions-screened (coverage-limited stated),4,OpenSanctions 2026-09-07,07
A16-10,A16,PEP status & political exposure,Green,0 politically exposed persons,4,PEP screen 2026-09-07,07
A16-11,A16,Credential verification,Green,0 contradicted credentials,3,Institutional/registry checks 2026-09-07,07
A16-12,A16,Adverse media (dated tiered),Green,0 credible adverse items naming a register person,3,Dated adverse-media battery 2026-09-07,07
A16-13,A16,Undisclosed related entities,Green,0 undisclosed related entities,4,Registry-outward mapping vs RPT disclosures 2026-09-07,07
A16-14,A16,Regulatory-role conflicts,Green,0 conflicted seats,4,Directorship map 2026-09-07,07
A16-15,A16,Integrity buzz (forums/social),Green,0 unresolved buzz items; business-model/01 routed nothing,3,07 Section 7; business-model/01,07
A16-16,A16,Per-person overall grade,Amber,20 Clean / 1 Minor concerns / 0 Material / 0 Disqualifying,4,07 Section 1,07
A16-17,A16,Resignation-timing (smart rat),Green,0 qualifying patterns,4,Career resignation timeline sweep 2026-09-07,07
A16-18,A16,Association with past accounting failures,Amber,1 person with a qualifying association (Cameron / Tupperware 2023 restatement and disclosed control weaknesses),4,07 Section 2.5,07
A16-19,A16,Professional-licence discipline,Insufficient Data,0 disciplinary actions found but the licence-jurisdiction gap made the axis unanswerable,2,07 Sections 2.2-2.4,07
A16-20,A16,Public claims vs filed numbers,Green,0 unsupported public claims,4,Transcript/deck vs filing reconciliation 2026-09-07,07
A17-01,A17,Discovery completeness,Green,53 subjects each with an enumerated discovery method; Phase 1 and Phase 2 both ran; hop 2 reached; terminated on breadth_budget,5,07 Sections 0.1-0.4,07
A17-02,A17,Corporate lineage & former names,Green,Claimed 1988 lineage vs 2017-05-30 incorporation fully explained by the disclosed Pentair spin-off; 22-day former name classified not-disclosable,5,07 Sections 0A 3B; UK Companies House previous-names field,07
A17-03,A17,Predecessor / phoenix test,Green,0 failed predecessors - Pentair solvent and listed; continuity via a pro-rata spin-off to Pentair's own shareholders; no RF-NET-002,5,07 Section 3B; nVent Form 10-12B 2018,07
A17-04,A17,Brand & trademark ownership,Green,7 of 7 core marks owned or licensed by nVent Services GmbH a wholly-owned subsidiary on Exhibit 21; external royalty rate zero,5,FY24 10-K Exhibit 21; trademark-proprietor sweep 2026-09-07,07
A17-05,A17,Registered-address cluster,Green,1 uncorroborated cluster lead (Ten Earlsfort Terrace - the company's law firm's office); no second independent link found,4,Companies House registered office; 07 Section 4,07
A17-06,A17,Founder & past-controller trail,Insufficient Data,2 of 4 lineage-entity founders identified; Harry Hoffman (1945) and Pentair's 1966 founder candidate unverified - Scope-Boundary S1 and S2 budget_exhausted; never an adverse finding,3,07 Section 5,07
A17-07,A17,Cross-linkage to adverse networks,Amber,2 hop-1 links carrying an adverse entity fact (Pentair plc; Tupperware Brands); RF-NET-003 tested and deliberately not fired by 07 and 12 and adjudicated not fired by 99,3,07 Sections 2B.3 2B.8; 12 Section 1A,07
A17-08,A17,Undisclosed-network reconciliation,Green,0 subjects classified disclosable-and-omitted of 53 (44 filing-supplied 9 independently discovered 0 user-supplied),5,07 Section 4 four-class test; 09 Section 13,07
