finding_id,ticker,date,agent,section,question,standardized_verdict,raw_value,unit,current_period,prior_period,trend,peer_benchmark,peer_verdict,score,max_score,penalty,confidence_1_to_5,materiality,evidence,source_id,source_type,source_date,as_of_date,analyst_interpretation,red_flag_triggered,red_flag_id,follow_up_required
01-011,HAIER,2026-08-13,01_management-and-track-record,Promise vs Delivery,"Consensus beat/miss pattern (competence proxy, not a company promise)",Red,-7.1,"% EPS surprise, FY2025 full year",FY2025 / FQ1 2026,trailing 4 quarters,Deteriorating,No peer set,No peer set,,,,4,High,"[earnings/04_guidance-consensus.md, section 6]",S12,Cross-module,2026-08-13,2026-08-13,"Two most recent quarters and the FY2025 full-year print all missed already-lowered consensus - an operating-predictability signal, not a management-candor failure since no formal guidance is given",False,,Monitor FQ2 2026 print (due 2026-08-27) for whether the miss pattern continues
01-012,HAIER,2026-08-13,01_management-and-track-record,Turnaround/Integrity Test,Is this a turnaround thesis requiring the Filter 2 base-rate penalty?,Not Applicable,0,boolean,FY2025,N/A,Stable,No peer set,No peer set,,,,5,Low,[business-model/02_business-identity.md],S08,Cross-module,2026-08-13,2026-08-13,"Established, profitable, stable-management business - not a struggling-business-plus-new-plan pattern",False,,None
01-013,HAIER,2026-08-13,01_management-and-track-record,Turnaround/Integrity Test,Unresolved adverse integrity buzz routed from disqualifier scan?,Not Applicable,0,boolean,FY2025,N/A,Stable,No peer set,No peer set,,,,4,Low,"[business-model/01_disqualifier-scan.md, section 3]",S09,Cross-module,2026-08-13,2026-08-13,Disqualifier scan found and routed nothing on this signal,False,,None
02-001,HAIER,2026-08-13,02_capital-allocation-scorecard,Uses of Capital,Sum of discretionary uses (Acq+Buyback+Div+Capex) as % of 5-yr CFO,Green,74.6,% of CFO,FY2021-FY2025,n/a,n/a,No peer set,No peer set — relative governance not assessed,,,,5,Medium,"[CapIQ export, Financials.xls, Cash Flow tab, FY2021-FY2025]",S03,CapIQ financials export,2026-08-13,2026-08-13,"Roughly a quarter of 5-year CFO retained rather than deployed; capital allocation is dividend- and capex-led, not M&A- or buyback-led over this window",False,,None
02-002,HAIER,2026-08-13,02_capital-allocation-scorecard,M&A Scorecard,"GE Appliances (2016, $5.6bn) - goodwill impaired?",Green,0,boolean (impaired),FY2025,9 yrs since deal,Stable,No peer set,No peer set,,,,5,High,"[FY2025 Annual Report (A-share/CAS), Mar-26-2026, p.189, Note 21, GEA row]",S01,"Filing (audited, CAS)",2026-08-13,2026-08-13,"Largest goodwill CGU carried at cost with no impairment; qualitative delivered read, no disclosed quantitative ROI exists to grade against",False,,Monitor for impairment if 2025-26 US tariff pressure on North America persists
02-003,HAIER,2026-08-13,02_capital-allocation-scorecard,M&A Scorecard,Fisher & Paykel 2018 related-party injection - price disclosed?,Red,0,boolean (disclosed),2018 injection,N/A,n/a,No peer set,No peer set,,,,3,Medium,"[FY2025 Annual Report (A-share/CAS), Mar-26-2026, p.696 and p.1480 - translated]",S01,"Filing (audited, CAS)",2026-08-13,2026-08-13,A related-party asset injection from the controlling shareholder with no disclosed price in this pool - minority shareholders cannot verify fair pricing,True,RF-CAP-001,Confirm the 2018 acquisition price and valuation basis from the original 2018 transaction announcement (outside this pool's date range); route to 04_ownership-and-insider-behavior
02-004,HAIER,2026-08-13,02_capital-allocation-scorecard,M&A Scorecard,"Carrier Commercial Refrigeration (2023/2024, ~$775mm) - captured by prior quick-read?",Amber,0,boolean (captured),FY2024 close,N/A,n/a,No peer set,No peer set,,,,3,Medium,"[FY2025 Annual Report (A-share/CAS), Mar-26-2026, p.189, Note 21, CCR row; Web CCR coverage, 2026-08-13, unverified]",S01,"Filing (audited, CAS)",2026-08-13,2026-08-13,"This deal was not itemized in business-model/11's acquisition-pattern row; it raises the true M&A cadence to roughly one deal every 2 years, not 3-4",False,,None - corrected in this module's cadence read
02-005,HAIER,2026-08-13,02_capital-allocation-scorecard,M&A Scorecard,Serial-acquirer / opportunity-cost test (Filter 4),Amber,2,years between material events (avg),2012-2024,n/a,Active but not escalating,No peer set,No peer set,,,,4,High,[Section 2 deal table],S08,CapIQ investment-analysis export,2026-08-13,2026-08-13,"Higher cadence than previously stated, but no single recent deal is large relative to company market value and no impairments found - Filter 4 severity threshold not cleared",False,RF-CAP-004 not triggered,Re-test if a future deal approaches >10% of market cap or is debt-funded near company value
02-006,HAIER,2026-08-13,02_capital-allocation-scorecard,Buyback Scorecard,FY2025 buyback - net share-count effect,Green,-0.51,"% change, Dec-2024 to Mar-2026",FY2025-FY2026,N/A,Improving,No peer set,No peer set,,,,4,Medium,"[CapIQ export, Financials.xls, Historical Capitalization tab]",S06,CapIQ financials export,2026-08-13,2026-08-13,Share count fell on net despite ongoing incentive-plan issuance - buybacks outran dilution,False,,None
02-007,HAIER,2026-08-13,02_capital-allocation-scorecard,Buyback Scorecard,"FY2026 CNY 6,000mn buyback program - capital-return or SBC-offset?",Amber,1,boolean (SBC-purposed),"FY2026, in progress",FY2025 program,"New, larger program",No peer set,No peer set,,,,5,High,"[Key Developments.xls, 2026-03-26 Buyback Transaction Announcements - full plan terms]",S09,CapIQ material-event log,2026-08-13,2026-08-13,"Company's own stated purpose is to fund an employee share ownership plan; shares not used within 3 years are cancelled - this is structurally a dilution-offset mechanism, not primarily a capital-return vehicle",True,RF-CAP-002,"Track whether the 3-year unused-share-cancellation clause is triggered, and what share of the CNY 6,000mn ultimately goes to employees vs is cancelled"
02-008,HAIER,2026-08-13,02_capital-allocation-scorecard,Buyback Scorecard,FY2026 tranche price discipline vs FY2025 tranche,Green,20.94,CNY/share (FY2026 tranche avg),Apr-Jun 2026,25.25 (FY2025 tranche avg),Improving (buying lower),No peer set,No peer set,,,,4,Low,"[Key Developments.xls, 2026-06-30 Buyback Tranche Update]",S09,CapIQ material-event log,2026-08-13,2026-08-13,"Later tranches captured lower prices as the stock declined - buying into weakness, not chasing strength; not a fair-value judgment since valuation module has not run",False,,None
02-009,HAIER,2026-08-13,02_capital-allocation-scorecard,Dividends,Payout ratio (declared basis) trend,Amber,55,"% of net profit, FY2025",FY2025,48% (FY2024),"Rising, guided to keep rising",No peer set,No peer set,,,,5,Medium,"[FY2025 Annual Report (H-share/IFRS), Apr-27-2026, Letter to Shareholders p.15]",S02,"Filing (audited, IFRS)",2026-08-13,2026-08-13,"Payout guided to a 58/60/60 floor over FY2026-28 - shareholder-friendly in direction, but compresses reinvestment capacity and coverage margin",False,,Re-test against FY2026 actual payout (~Mar-2027)
02-010,HAIER,2026-08-13,02_capital-allocation-scorecard,Dividends,FCF dividend coverage trend,Amber,1.24,"x, FY2025",FY2025,3.93x (FY2021),Deteriorating,No peer set,No peer set,,,,5,High,[Computed by this agent from CapIQ Financials.xls Cash Flow tab],S03,CapIQ financials export,2026-08-13,2026-08-13,"Still covered in every year, but the safety margin has compressed by more than two-thirds in five years as the payout ratio rose faster than FCF grew",False,RF-CAP-003 not triggered,Monitor FY2026 coverage against the guided 58% payout floor
02-011,HAIER,2026-08-13,02_capital-allocation-scorecard,Organic Reinvestment,"Incremental ROIC, FY2024-FY2025",Red,-8.3,"%, YoY",FY2024-FY2025,+15.9% (FY2023-FY2024),Deteriorating sharply,No peer set,No peer set,,,,3,Critical,[Computed by this agent (Bash-executed) from CapIQ Balance Sheet and Income Statement tabs; tax rate 25% assumed],S03,CapIQ financials export,2026-08-13,2026-08-13,The newest tranche of invested capital destroyed value on a marginal basis in the most recent reported year - the period that should carry the most weight per CLAUDE.md section 9,False,,Re-test with FY2026 full-year data once published (~Mar-2027); confirm effective tax rate from the FY2025 tax-reconciliation note if available
02-012,HAIER,2026-08-13,02_capital-allocation-scorecard,Organic Reinvestment,"Cumulative incremental ROIC, FY2021-FY2025",Amber,10.6,"%, cumulative",FY2021-FY2025,N/A,Positive but declining into FY2025,No peer set,No peer set,,,,3,High,[Computed by this agent (Bash-executed)],S03,CapIQ financials export,2026-08-13,2026-08-13,"Roughly in line with a plausible cost of capital for this business, but not independently benchmarked against a WACC figure from the valuation module",False,,Cross-check against valuation module's WACC once available
02-013,HAIER,2026-08-13,02_capital-allocation-scorecard,Per-Share Value Creation,"Diluted EPS trend, full 5-yr window vs latest TTM/quarter",Amber,-4.28,% TTM change,LTM Mar-2026,FY2025 (+3.96% YoY at full-year level),Reversing,No peer set,No peer set,,,,5,High,[earnings/01_historical-financials.md sections 1-2; CapIQ Financials.xls],S11,Cross-module,2026-08-13,2026-08-13,EPS grew about 50% cumulatively FY2021-FY2025 but has fallen on a TTM basis and fell 15.25% YoY in the standalone Q1 2026 quarter - the per-share growth story has stalled in the most recent data,False,,Monitor FQ2 2026 print (due 2026-08-27)
02-014,HAIER,2026-08-13,02_capital-allocation-scorecard,Balance-Sheet Prudence,Net cash position and Total Debt/EBITDA,Green,1.51,"x, Total Debt/EBITDA, FY2025",FY2025,1.34x (FY2024),Slightly rising but still low,No peer set,No peer set,,,,5,Medium,"[CapIQ export, Financials.xls, Capital Structure Summary tab]",S07,CapIQ financials export,2026-08-13,2026-08-13,"Net cash on a strict basis throughout FY2021-FY2025; leverage low and stable, though the net-cash cushion has shrunk every year since FY2022",False,,None
03-001,HAIER,2026-08-13,03_incentives-and-compensation,Comp Structure,"CEO total pay mix, cash vs equity",Green,77.4,% equity,FY2025,FY2024,Stable/rising equity share,No formal peer set (Midea/Gree web-sourced only),"Mixed - below Midea's equity weighting, above Gree's cash-only structure",,,,4,High,"[Compensation Summary Compensation.rtf, reconciled]",S04,CapIQ compensation export,2026-08-13,2026-08-13,"Majority of CEO pay is multi-year-vesting equity tied to explicit ROE/profit hurdles, not cash",False,,None
03-002,HAIER,2026-08-13,03_incentives-and-compensation,Comp Structure,Raw CapIQ compensation table extraction integrity,Amber,0,boolean,FY2022-FY2025,N/A,Resolved,No peer set,No peer set,,,,4,Medium,"[Compensation Summary Compensation.rtf, cross-checked via arithmetic reconciliation across 3 individuals]",S04,CapIQ compensation export,2026-08-13,2026-08-13,"RTF-to-text extraction shifted labels relative to values; resolved via arithmetic cross-validation, a bad-extraction artifact per CLAUDE.md section 20, not a genuine disclosure gap",False,,None - resolved in this report
03-003,HAIER,2026-08-13,03_incentives-and-compensation,Performance Metrics,Annual cash bonus - formulaic metric disclosed?,Amber,0,boolean,FY2025,prior years,No change,No peer set,No peer set,,,,5,Medium,"[FY2025 Annual Report (HKEX), p.94]",S01,Audited annual report,2026-08-13,2026-08-13,No published weights/formula for the annual cash bonus - pure Committee discretion; a genuine transparency gap on a minority slice of pay,False,,Monitor whether future annual reports add a disclosed bonus scorecard
03-004,HAIER,2026-08-13,03_incentives-and-compensation,Performance Metrics,LTI (Core Employee Stockholding Plan) metrics - returns-based or size-based?,Green,2,metrics (ROE + profit-CAGR),2023-2025 vintages,N/A,Consistent,No peer set,No peer set,,,,5,High,"[FY2025 Annual Report (HKEX), pp.129-135]",S01,Audited annual report,2026-08-13,2026-08-13,50/50 ROE + non-recurring-adjusted net-profit-CAGR (2023/2024 vintages); pure ROE (2025 vintage) - zero revenue/EBITDA/deal-count/headcount exposure,False,,None
03-005,HAIER,2026-08-13,03_incentives-and-compensation,Performance Metrics,A-Share Stock Option Plans - metric type,Green,2,"plans (2021, 2022 vintages)",2021-2025 tranches,N/A,Consistent,No peer set,No peer set,,,,5,High,"[FY2025 Annual Report (HKEX), pp.144-145]",S01,Audited annual report,2026-08-13,2026-08-13,"Sole metric is parent-attributable net-profit growth rate - growth-based, not absolute-size-based",False,,None
03-006,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,FY2025 achieved ROE vs top LTIP hurdle (17.7%),Red,16.98,% weighted-avg ROE,FY2025,FY2024: 17.61%,Declining,17.7% plan hurdle,Missed,,,,4,High,"[FY2025 Annual Report (SSE), financial highlights; CapIQ Ratios, Return on Common Equity]",S02,Audited annual report,2026-08-13,2026-08-13,FY2025 ROE fell short of the full-vesting bar for the 2025-vintage plan's first tranche - the incentive target genuinely bit rather than rubber-stamping vesting,False,,Confirm actual FY2025 vesting outcome once disclosed in the FY2026 annual report
03-007,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,FY2025 reported profit growth vs 15% CAGR LTIP hurdle,Amber,4.4,"% YoY net profit growth (reported, unadjusted)",FY2025,FY2024,Well below hurdle,15% CAGR hurdle,Likely missed (directional),,,,3,High,"[FY2025 Annual Report (HKEX), Note 12; analyst calc]",S03,Audited annual report notes,2026-08-13,2026-08-13,"Reported profit growth is far below the 15% CAGR bar embedded in two plan vintages; precise adjusted-profit CAGR not computable from pool data, graded directionally",False,,Obtain non-recurring-adjusted profit series to compute exact CAGR vs hurdle
03-008,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,CEO pay magnitude vs domestic peers,Amber,16.75,CNY mn,FY2025,N/A,N/A,Gree ~12.93mn / Midea ~81.89mn (web-sourced),Between peers,,,,2,Medium,"[Web search, 2026-08-13, unverified]",S09,Web (unverified),2026-08-13,2026-08-13,"Moderate positioning vs domestic peers; peer figures are web-sourced and unverified, not primary filings",False,,None - directional context only
03-009,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,Say-on-pay / binding shareholder vote on executive pay,Not Applicable,0,boolean,FY2025,N/A,Structural,No peer set,No peer set,,,,5,Low,[Haier Smart Home Co Ltd SHSE 600690 Takeover Defenses.xls],S06,CapIQ governance export,2026-08-13,2026-08-13,China listcos have no binding say-on-pay vote; equity plans instead require a 66.67% supermajority AGM/EGM resolution with interested-party abstention,False,,"None - jurisdiction-appropriate, not a gap"
03-010,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,Specific AGM/EGM vote tally / opposition % on 2025 equity plans,Insufficient Data,,,2025,N/A,N/A,No peer set,No peer set,,,,2,Low,"[FY2025 Annual Report (HKEX), Share Award Plan section]",S01,Audited annual report,2026-08-13,2026-08-13,Plan adoption and supermajority requirement disclosed; exact for/against vote counts not captured in this pool,False,,Pull the specific AGM/EGM voting-results announcement if opposition-level detail is needed
03-011,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,Highest-paid individual in comp table vs CEO,Amber,23.179,"CNY mn (Kevin Nolan, GE Appliances CEO)",FY2025,N/A,N/A,No peer set,No peer set,,,,4,Medium,"[Compensation Summary Compensation.rtf, reconciled]",S04,CapIQ compensation export,2026-08-13,2026-08-13,"The GE Appliances CEO is paid more than the parent-listco CEO under an incentive structure this disclosure does not detail - a disclosure-boundary gap, not confirmed misalignment",False,,Seek GE Appliances' own incentive-plan disclosure to confirm his metrics are also returns-based
03-012,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,Aggregate LTI expense vs net profit,Green,4.4,% of FY2025 net profit,FY2025,N/A,N/A,No peer set,No peer set,,,,4,Medium,"[FY2025 Annual Report (HKEX), p.136]",S01,Audited annual report,2026-08-13,2026-08-13,"CNY 868m aggregate equity-incentive expense against CNY 19,553m net profit - a moderate, non-excessive dilution/expense load",False,,None
03-013,HAIER,2026-08-13,03_incentives-and-compensation,Pay vs Performance,CFO transition - pay-disclosure continuity,Amber,1,boolean (thin disclosure for new CFO),May-2025 onward,Gong Wei (2010-2025),Discontinuity in disclosure depth,No peer set,No peer set,,,,2,Low,[Compensation Summary Compensation.rtf],S04,CapIQ compensation export,2026-08-13,2026-08-13,"New CFO Sun Jiacheng's FY2025 pay shown only as a single total, no breakdown - consistent with the general new-CFO disclosure gap flagged in 01_management-and-track-record.md",False,,Re-check breakdown once a full FY (FY2026) of Sun Jiacheng's pay is disclosed
04-001,HAIER,2026-08-13,04_ownership-and-insider-behavior,Ownership,What % does the controlling bloc hold?,Green,34.49,%,FY2025 (2025-12-31),Not directly comparable in this pool,Not enough history in this format,No peer set,N/A,8,10,0,5,High,"FY2025 Annual Report (SSE, CAS), top-10 shareholder + related-party tables, p.103-104, p.228",S1,Audited annual filing,2026-03-26,2025-12-31,"A stable, majority-adjacent controlling bloc; concentrated but not a hard-lock disqualifier",False,,None — monitor next annual filing for any change
04-002,HAIER,2026-08-13,04_ownership-and-insider-behavior,Ownership,Does the CapIQ vendor figure reconcile to the filing?,Amber,37.45,% (vendor) vs 34.49% (filing),2026-03-27 (CapIQ),2025-12-31 (filing),N/A,N/A,N/A,,,,3,Medium,"Public Ownership Summary.rtf, Top Holders; FY2025 Annual Report (SSE, CAS), p.103-104",S3,Vendor ownership export,2026-08-11,2026-03-27,~2.96pp gap not explained by any single named line item in the pool; filing figure used as authoritative per source hierarchy,False,,Confirm with next CapIQ refresh or a later shareholder-pattern filing whether the gap resolves
04-003,HAIER,2026-08-13,04_ownership-and-insider-behavior,Ownership,"What % do named directors/officers hold, and how was it acquired?",Red,0.066,% of total share capital,FY2025 year-end,0.059% (FY2025 year-start),"Deteriorating (in the sense of remaining structurally granted, not bought)",No peer set,N/A,5,15,0,5,Medium,"FY2025 Annual Report (SSE, CAS), director/officer shareholding table, p.64-65",S1,Audited annual filing,2026-03-26,2025-12-31,"Negligible individual insider ownership; every increase is plan-vested, not cash-bought",False,,Track whether any director makes an open-market purchase in future filings
04-004,HAIER,2026-08-13,04_ownership-and-insider-behavior,Insider Transactions,"Net insider (named-individual bucket) buying or selling, trailing ~13 weeks?",Amber,-6362899,net shares sold,2026-05-12 to 2026-08-12,N/A,N/A,No peer set,N/A,10,20,0,2,Low,"Public Ownership Summary.rtf, Individuals/Insiders 12-week window",S3,Vendor ownership export,2026-08-12,2026-08-12,"Small, unnamed net selling; low confidence given no individual attribution",False,,Request named SAST/PIT-style disclosure if available in a future pool refresh
04-005,HAIER,2026-08-13,04_ownership-and-insider-behavior,Insider Transactions,Is the reported 538.56mn-share 'Haier Group buy' genuine accumulation?,Amber,538560000,shares (apparent change),Dec-2025 to Mar-2026,N/A,N/A,N/A,N/A,,,,3,High,"Public Ownership Summary.rtf, Top Buyers and Sellers; FY2025 Annual Report (SSE, CAS), p.103-104 — HCH (HK) Investment Management Co., Limited, 538,560,000 sh",S3,Vendor ownership export,2026-08-11,2026-03-27,"Share count matches an existing concert-party holder exactly — read as a reclassification artifact, not new buying; not counted as a conviction-buy signal",False,,Do not cite this as insider buying without primary confirmation
04-006,HAIER,2026-08-13,04_ownership-and-insider-behavior,Pledging,Are controlling-bloc shares pledged?,Green,0,%,FY2025 (2025-12-31),Not disclosed as changed,Stable,No peer set,N/A,20,20,0,5,Critical,"FY2025 Annual Report (SSE, CAS), top-10 shareholder table pledge/freeze column, p.103; disclosure trigger, p.107",S1,Audited annual filing,2026-03-26,2025-12-31,Clean; consistent with business-model/01_disqualifier-scan.md's independent 0% computation,False,,None
04-007,HAIER,2026-08-13,04_ownership-and-insider-behavior,Control Structure,Is there a dual-class / super-voting structure?,Green,0,boolean (No),current,N/A,N/A,No peer set,N/A,10,10,0,4,Medium,"Takeover Defenses.xls, Takeover Defenses tab — Dual Class Stock: No",S6,Vendor control-structure export,current,current,"One-share-one-vote for domestic (A) shares; H/D shares are listing-venue splits, not super-voting classes",False,,None
04-008,HAIER,2026-08-13,04_ownership-and-insider-behavior,Control Structure,Is the controlling owner structurally unaligned (Filter 6)?,Green,,categorical (Not triggered),current,N/A,N/A,No peer set,N/A,8,10,0,3,High,"FY2025 Annual Report (SSE, CAS), p.107, p.4633-4634; Corporate Structure Tree.xls, Aggregates tab",S1,Audited annual filing,2026-03-26,2025-12-31,"Not government control, not a value-maximizing parent's listed subsidiary, not a sprawling unrelated conglomerate — RF-OWN-004 not fired",False,,Continue monitoring the affiliated finance-co relationship at the business-model level
04-009,HAIER,2026-08-13,04_ownership-and-insider-behavior,Institutional Holders,Is there a sharp high-quality institutional exit?,Green,,holder count (52 increasing vs 39 decreasing),Q1 2026,Q4 2025,Stable,No peer set,N/A,7,10,0,3,Medium,"Public Ownership Summary.rtf, Ownership Activity table",S3,Vendor ownership export,2026-08-11,2026-03-31,"No coordinated exit; individual reductions (BlackRock, China Securities Finance) offset by additions (Pzena)",False,,None
05-001,HAIER,2026-08-13,05_board-and-shareholder-rights,Board Composition,Board size,Green,11,directors,current,N/A,Stable,No peer set,No peer set — relative governance not assessed,,,,5,Low,"[Board Members.rtf, current roster]",S01,CapIQ board export,2026-08-13,2026-08-13,Within the CapIQ-disclosed 8-13 min/max board-size range for this company,False,,None
05-002,HAIER,2026-08-13,05_board-and-shareholder-rights,Board Composition,Independent-director %,Amber,45.5,%,current,N/A,Stable/recently refreshed,No peer set,No peer set,10,20,0,5,High,"[Board Members.rtf, per-director Title field]",S01,CapIQ board export,2026-08-13,2026-08-13,Clears CSRC's 1/3 minimum but well short of a majority-independent board,False,,Monitor at next board election whether independent share rises toward majority
05-003,HAIER,2026-08-13,05_board-and-shareholder-rights,Board Composition,Chair/CEO split?,Amber,0,boolean (0=combined),current,since 2019,Stable,No peer set,No peer set,,,,5,Medium,"[Board Members.rtf, Li, Huagang entry]",S01,CapIQ board export,2026-08-13,2026-08-13,Full power concentration in one role; common in PRC listcos but a real concentration-of-power feature,False,,"None — structural, unlikely to change absent a governance-reform push"
05-004,HAIER,2026-08-13,05_board-and-shareholder-rights,Board Composition,Audit Committee independence,Amber,60,% (3 of 5),current,N/A,Stable,No peer set,No peer set,8,15,0,4,High,"[Committees.rtf, Audit Committee roster]",S02,CapIQ committee export,2026-08-13,2026-08-13,"Two non-independent members (incl. one, Li Shaohua, with almost no public biographical disclosure) sit on the committee overseeing the auditor and financial statements",False,,Confirm Li Shaohua's independence status and background from the next annual report
05-005,HAIER,2026-08-13,05_board-and-shareholder-rights,Board Composition,Compensation Committee independence,Green,100,% (3 of 3),current,N/A,Stable,No peer set,No peer set,,,,5,Medium,"[Committees.rtf, Compensation Committee roster]",S02,CapIQ committee export,2026-08-13,2026-08-13,Fully independent — a positive counterweight to the combined Chair/CEO role,False,,None
05-006,HAIER,2026-08-13,05_board-and-shareholder-rights,Board Composition,Nominating Committee independence,Amber,75,% (3 of 4),current,N/A,Stable,No peer set,No peer set,,,,4,Medium,"[Committees.rtf, Nominating Committee roster]",S02,CapIQ committee export,2026-08-13,2026-08-13,Sitting executive (VP & Chief Digital Officer Sun Danfeng) has a seat on the committee that recommends director candidates,False,,Monitor future director-nomination pattern for management influence
05-007,HAIER,2026-08-13,05_board-and-shareholder-rights,Tenure & Refreshment,Average director tenure,Green,3.9,years,current,N/A,Recently refreshed,No peer set,No peer set,,,,4,Low,"[Board Members.rtf, Years on Board field, per director]",S01,CapIQ board export,2026-08-13,2026-08-13,"5 of 11 directors joined within the last ~14 months via a scheduled board-election cycle, not a crisis shake-up",False,,None
05-008,HAIER,2026-08-13,05_board-and-shareholder-rights,Tenure & Refreshment,Overboarding (director sitting on many other boards),Amber,10,approx. other board seats (Yu Hon To),current,N/A,Longstanding,No peer set,No peer set,,,,4,Medium,"[Board Members.rtf, Yu, Hon To entry, Other Boards field]",S01,CapIQ board export,2026-08-13,2026-08-13,"Extensive plural directorships limit the attention any one board can realistically get; he is non-independent, so this does not directly erode independence quotas, but it is a board-effectiveness concern",False,,None specific — monitor attendance disclosure if it becomes available
