id,section,test,flag,finding,confidence,source,owner_agent
A3-06,A3,A3-06 - Free float level,Green,77.1 % public float of shares outstanding (but Class A is only 15.8% of total votes; public voting share ~15.6%),4,"CIQ Public Company Profile export (NU), Float % 77.1 - vendor export; vote arithmetic mine on FY25 20-F Item 7.A counts",04
A3-07,A3,A3-07 - Marquee investor entry/exit and institutional trend,Amber,"2 named quality managers exiting or cutting hard in Q2'26 (Jennison 35,850,092 to 48,892; Sands Capital -21,866,415, -64%), against aggregate institut",4,"CIQ Public Ownership Summary export, Ownership Activity and Top Buyers and Sellers - vendor export; ciq_facts.json insti",04
A3-08,A3,A3-08 - Control-group classification hygiene (promoter-group equivalent),Green,0 reclassifications or unnamed acting-in-concert parties across five annual filings; 8 control-group vehicles named individually,5,"FY25 Form 20-F, Item 7.A fn.(2), (3), (4), pp.203-204; FY2021-FY2024 20-Fs",04
A3-09,A3,A3-09 - Beneficial-ownership chain transparency,Green,"1 intermediate layer to the ultimate natural person on the controller's chain (Rua California Ltd., 100% Velez); co-founder's trust/LLC layer also ful",5,"FY25 Form 20-F, Item 7.A fn.(2), (3), (4), pp.203-204",04
A3-10,A3,A3-10 - Stake-change / takeover-code disclosure hygiene,Green,2 Schedules 13G by 5% holders cited in the filing (BlackRock 2024-11-08; Baillie Gifford 2025-04-30); 0 disclosure enforcement actions; insider filing,3,"FY25 Form 20-F, Item 7.A fn.(5) and fn.(6), p.204; CIQ Insider Trading export, Trade Date vs Filed Date and footnote 3 -",04
A4-01,A4,A4-01 - Auditor identity & rotation compliance,Green,8 fiscal years of auditor tenure (FY2018-FY2025); 0 auditor changes · 08-002 prong: Insufficient,5,"FY25 Form 20-F, Item 16F, p.242 ('None'); audit report p.F-6 ('auditor since 2018'); Item 4.B (CMN Res. 4,910 / BCB Res.",08
A4-02,A4,A4-02 - Audit firm calibre vs company complexity,Amber,"74893877 US$ thousands of consolidated assets audited (131m customers, 3 countries)",5,"FY25 Form 20-F, consolidated statements of financial position; Item 4.B (131 million customers as of December 31, 2025);",08
A4-03,A4,A4-03 - Subsidiary & component auditor calibre,Amber,"34 subsidiaries, of which 0 have a disclosed auditor",4,"Searched FY25 Form 20-F in full plus FY24/FY23/FY22/FY21; CIQ Auditors export (NU) lists only the parent, 'Entity: Self'",08
A4-04,A4,A4-04 - Auditor resignation & stated reasons,Green,0 auditor resignations in 8 years,5,"FY25 Form 20-F, Item 16F, p.242 ('None'); audit report p.F-6; Q2 FY26 Interim Report (14 Aug 2026), Independent Auditors",08
A4-05,A4,A4-05 - Opinions: qualification / EoM / adverse / disclaimer,Green,5 consecutive unqualified opinions on the consolidated statements (FY2021-FY2025),5,"FY25 Form 20-F, audit report p.F-3; FY24 20-F (Apr-16-2025) audit report p.F-3; FY23/FY22/FY21 20-F audit reports; CIQ A",08
A4-06,A4,A4-06 - Audit vs non-audit fees,Green,"7.8 % - non-audit fees / audit fees (US$226.8k / US$2,923.2k)",5,"FY25 Form 20-F, Item 16C, p.241 (audit 2,923.2; audit-related 118.4; tax 9.1; all other 99.3; total 3,150.0 - US$ thousa",08
A4-07,A4,A4-07 - Auditor remuneration level & trend,Amber,2923.2 US$ thousands audit fee - +51.6% YoY vs revenue +26.8% and total assets +50.0%; = 0.042% of revenue,3,"FY25 Form 20-F, Item 16C, p.241; CIQ Financials Income Statement multi-year (revenue 5,513 -> 6,991) - vendor export; FY",08
A4-08,A4,A4-08(a) - Internal audit function,Amber,0 individuals named as head of internal audit / chief audit executive · 08-018 prong: NA,4,"FY25 Form 20-F, Item 4.B (risk management - Internal Audit as the 'third line'; Audit and Risk Committee 'evaluating the",08
A4-09,A4,A4-09 - Internal financial controls (ICFR),Green,4 consecutive unqualified auditor ICFR opinions (FY2022-FY2025); 0 material weaknesses since FY2021,5,"FY25 Form 20-F, audit report p.F-3 ('maintained, in all material respects, effective internal control over financial rep",08
A4-10,A4,A4-10 - Key/Critical Audit Matter recurrence,Amber,"5 consecutive years the expected-credit-loss CAM has appeared (FY2021-FY2025), against a US$5,021,996k allowance",5,"FY25 Form 20-F, audit report pp.F-4 to F-5 (ECL CAM, US$5,021,996 thousand at 31-Dec-2025); FY24/FY23/FY22 20-F audit re",08
A4-11,A4,A4-11 - CARO / companion-report flags,NA,Not Applicable,5,Regime per triage 00 (US/SEC foreign private issuer); searched FY25 Form 20-F audit report and Item 15 in full,08
A4-12,A4,A4-12 - Audit-committee / auditor engagement (private sessions),Green,0 disclosed references to private/executive sessions with the auditor · 08-020 prong: Green,4,"Searched FY25 Form 20-F Items 6.C, 15, 16A-16G for 'executive session' / 'private session' / 'without management present",08
A4-13,A4,A4-13 - Regulator discipline of the audit firm / signing partner,Red,"3 adverse regulator matters against the firm within 12 months (plus 1 pending, 2 acquittals)",2,"Web: PCAOB news release, 2025-03-11 (dated, unverified); Web: PCAOB inspection-report postings, 2025-09-25 (dated, unver",08
A4-14,A4,A4-14 - Component-auditor coverage,Amber,0 % of the consolidation whose component-auditor identity is disclosed (nominally 100% covered by an undivided KPMG opinion),4,"FY25 Form 20-F, audit report pp.F-3 to F-6 (single undivided opinion on 'Nu Holdings Ltd. and subsidiaries', no other-au",08
A4-15,A4,A4-15 - Gatekeeper exit cluster,Amber,"1 gatekeeper exits in a rolling 12 months (CFO, 2026-07-13); auditor unchanged; CS and internal-audit head unnamed so unobservable",3,"CIQ Key Developments export (NU), 'Executive Change - CFO', announced Jun-01/03-2026, effective 2026-07-13 - vendor expo",08
A5-01,A5,RPT intensity vs thresholds,Green,0.58 percent of revenue incl. KMP compensation (0.0059% excl.) · 09-002 prong: Green; 09-003 prong: Green,5,"FY25 20-F, Note 28(a)/(b), p.F-77; denominators from earnings/01_historical-financials.md",09
A5-02,A5,Royalty / brand / technology fees,Green,0.0 percent of turnover; nil fee,5,"FY25 20-F, Note 28 (no royalty line exists); USPTO serials 86386363 and 86963402",09
A5-03,A5,Loans / ICDs / guarantees to the group,Green,0 US$ of loans or ICDs to promoter entities · 09-006 prong: Amber,5,"FY25 20-F, Note 28; Note 24 (Guarantees); 10_contingent-liabilities row 10-008",09
A5-04,A5,Promoter-vendor / promoter-customer flows and the round-tripping cross-year name match,Green,0 both-roles counterparty matches across five years,4,"Five RPT notes (FY21 Note 24, FY22 Note 25, FY23 Note 27, FY24/FY25 Note 28, H1-2026 Note 28) matched against CIQ Custom",09
A5-05,A5,Arm's-length substantiation,Amber,bare assertion; methodology disclosed: no; audit-committee approval documented: no,5,"FY25 20-F, Note 28, p.F-77",09
A5-06,A5,Minority dissent on RPT resolutions,NA,no RPT resolution exists to measure dissent on,5,"FY25 20-F, Item 7.B; Item 7.A (dual-class Class B held by Rua California Ltd.); Item 10.B",09
A5-07,A5,"Pre-approval, only-independent voting, omnibus discipline, slab-slicing",Amber,"policy present; thresholds, timing and voting composition all undisclosed",5,"FY25 20-F, Item 7.B, p.206",09
A5-08,A5,Counterparty transparency,Amber,1 of 3 outside counterparties named across five years,5,"FY25 20-F, Note 28(a) fn.(i); FY22 20-F, Note 25 (Rodamoinho and Reprograma both named)",09
A5-09,A5,"Related-party M&A, including aborted",Green,0 related-party acquisitions including proposed-then-withdrawn · 09-013 prong: Amber,4,"CIQ Transaction Summary (10-year, all roles); CIQ Key Developments; SEC Form 6-K sweep; web sweep 2026-09-06",09
A5-10,A5,Executive-counterparty conflicts,Amber,1 directors on both sides of a live commercial agreement · 09-015 prong: Green,4,"FY25 20-F, Note 28(a) fn.(i); Item 6.A; Nubank-Lightspark partnership release 2024-06-25",09
A6-01,A6,A6-01 - Pay vs statutory cap & profit,Green,"3.18 % of net income (US$91.3m / US$2,871.7m)",5,"FY25 Form 20-F, Note 28(b) Management compensation, p.F-77; FY25 Form 20-F, Statement of Income Data, p.155",03
A6-02,A6,A6-02 - Promoter-executive pay vs peers & the SEBI gates,Amber,23.2 % CAGR aggregate pay FY23-FY25 vs 66.9% net income CAGR,4,"FY25 Form 20-F, Item 6.B - Peer Group, p.195; Note 28(b), p.F-77; Statement of Income Data, p.155",03
A6-03,A6,"A6-03 - Pay-for-performance linkage (>=30% variable, tied to disclosed metrics and weights)",Amber,0 named metrics and weights disclosed in either the bonus or the LTIP,5,"FY25 Form 20-F, Item 6.B - Compensation Composition, p.195; Item 6.B - Employee Share Plans, p.197; Note 10, p.F-47",03
A6-04,A6,A6-04 - ESOP / RSU / SAR dilution & pricing,Green,"0.77 % annual burn (37,616,075 RSUs / 4,855,673,632 shares); overhang 4.70%",5,"FY25 Form 20-F, Note 10 - RSU table, p.F-45; Equity note - shares authorized and unissued, p.F-85; Item 6.B - Authorized",03
A6-05,A6,A6-05 - CEO-to-median ratio & trend of the median,Amber,ratio not published (FPI exempt from Item 402(u)) · 03-006 prong: Amber,5,"FY25 Form 20-F, Item 6.B, p.193; Item 6.D - Employees, p.202; Note 8, p.F-42",03
A6-06,A6,A6-06 - Clawback & malus provisions,Green,"3 year lookback, Rule 10D-1 / NYSE-compliant, no-fault, adopted 2023-10-02",5,"FY25 Form 20-F, Item 6.F, p.202; FY25 Form 20-F, Exhibit 97.1 - Compensation Clawback Policy, section 2",03
A6-07,A6,A6-07 - Promoter family on the payroll,Green,0 family members in management or on the board,4,"FY25 Form 20-F, Item 6.A - Management Team and Board of Directors, p.188-192; Item 7.A footnote (2), p.204",03
A6-08,A6,A6-08 - NED / ID compensation structure,Green,0 options granted to non-employee directors in FY2024 or FY2025,4,"FY25 Form 20-F, Item 6.B - Board of Directors, p.196; Note 10 - 'In 2025 and 2024, there were no SOPs granted', p.F-46",03
A6-09,A6,A6-09 - Problematic pay practices,Amber,1 of 4 tested practices unresolved (discretionary change-of-control acceleration) · 03-011 prong: NA,5,"FY25 Form 20-F, Item 6.B - Omnibus Incentive Plan (repricing, change in control), p.198; Exhibit 97.1, section 2(f)",03
A7-01,A7,Disclosure timeliness and completeness,Green,19 consecutive quarters of results published on time (plus 5/5 annual filings inside the FPI deadline),5,20-F cover pages FY2021 (2022-04-21) through FY2025 (2026-04-08); 6-K set on SEC EDGAR CIK 0001691493; NYSE Regulation N,12
A7-02,A7,A7-02 - Restatement frequency,Green,0 restatements in 5 years; restatement / revenue = 0.0%,5,"FY25 Form 20-F, cover page (error-correction box unchecked and 10D-1 recovery box unchecked); Item 6.F ('We have not bee",08
A7-03,A7,"KPI stability (KPIs consistent >=5 years; Red if redefined, rebased or dropped right after deteriorating)",Amber,6 KPIs traced 5 years with unchanged definitions,4,"Q2'26 Earnings Presentation, Aug-13-2026, Appendix slide 28 Notes 2-3 and slide 22 Note 1; Q4 2025 earnings-call transcr",06
A7-04,A7,"Guidance hygiene (guidance given and met, or revised openly; Red if quietly withdrawn or redefined)",Red,14.2 % IFRS effective tax rate delivered vs 15-20% guided,4,"Guide: Q1 2026 earnings-call transcript, May-14-2026, prepared remarks. Outcome: Q2'26 interim condensed consolidated fi",06
A7a-01,A7a,Total CL as % of net worth,Green,"0.352 % of net worth (US$11,321.562m)",5,"FY2025 Form 20-F (Apr-08-2026), Note 25 + Consolidated Statement of Financial Position",10
A7a-02,A7a,CL trend over time,Amber,-56.3 % YoY change in the possible-loss total (vs +37.1% in provisions),5,FY2025 20-F Note 25(b); FY2024 20-F Note 26(b); FY2023 20-F Note 24(b); H1-2026 Interim (Aug-14-2026) Note 25(b),10
A7a-03,A7a,Direct tax disputes,Green,"0.045 % of net worth (US$5,081k / US$11,321.562m)",5,"FY2025 20-F, Note 25 (Tax risks US$5,081k)",10
A7a-04,A7a,Indirect tax disputes,Green,0 US$ open indirect-tax demand,5,"FY2023 20-F, Note 24(a); FY2025 20-F, Note 25",10
A7a-05,A7a,Litigation / claims not acknowledged as debt,Red,2500 US$ millions gross claim across 52 defendants (Nu's share unquantified) = 22.1% of net worth as a BOUND,4,"FY2025 20-F, Item 8.A Legal Proceedings; Forbes Colombia / abceconomia.co, May-2026 (web, dated, unverified)",10
A7a-06,A7a,Corporate guarantees given,Green,100.0 US$ millions committed undisbursed (0.88% of net worth),5,"FY2025 20-F, Item 5.B; Note 24 (Guarantees); Item 4.C (Nu Colombia Financiera 100%-owned)",10
A7a-07,A7a,Bank guarantees & LCs,Amber,Not separately disclosed — no line exists in any note,5,"FY2025 20-F, Notes 1-37 — no bank-guarantee or letter-of-credit line",10
A7a-08,A7a,Capital commitments,Amber,Not separately disclosed — no contracted-commitments line in any year,5,"FY2025 20-F, Item 5.B Capital Expenditures (US$340.8m / US$175.0m / US$177.0m); Notes 1-37",10
A7a-09,A7a,Bills discounted with recourse,Amber,Not separately disclosed; no recourse financing found on search,4,"FY2025 20-F, Note 4(q) derecognition policy; Note 24 borrowings; Note 33(i) FIDC consolidation; credit-risk note",10
A7a-10,A7a,Statutory dues disputes,Green,3795 US$ thousands labor provision (0.034% of net worth),4,"FY2025 20-F, Note 25; Note 25(d); Note 24 (social-security tax hedge)",10
A7a-11,A7a,Regulatory / penalty demands,Amber,32703 active PROCON and small-claims proceedings; US$0 penalty disclosed,4,"FY2025 20-F, Item 3.D (Consumer Protection); FY2022-FY2024 20-Fs, same section; web check 2026-09-06",10
A7a-12,A7a,Subsidiary / JV / associate CLs,Amber,Consolidated only — no entity-level split disclosed,5,"FY2025 20-F, Note 25; Note 3 (Basis of Consolidation); Item 8.A",10
A7a-13,A7a,Movement: additions / reversals / crystallization,Amber,"23738 US$ thousands of payments vs opening provision of 22,551 · 10-004 prong: Amber",5,"FY2025 20-F, Note 25(b); FY2023 20-F, Note 24(a)-(b)",10
A7a-14,A7a,Provided vs only-disclosed split,Amber,"77.6 % of the disclosed book that is provided (30,920 of 39,824 US$ thousands)",5,"FY2025 20-F, Note 25(a)/(c); H1-2026 Interim, Note 25 (probable/possible/remote policy now stated)",10
A7a-15,A7a,Unhedged forex / derivative exposure,Amber,"9082.37 US$ millions unhedged net investment (80.2% of net worth); modelled shock US$1,509.598m (13.3% of net worth); derivative notional US$5,250.234",5,"FY2025 20-F, Item 11 (FX Rate Risk table, sensitivity scenarios 1-3); Note 24 (Derivatives notional and maturity tables)",10
A8-01,A8,CFO / PAT (accrual quality: does cash confirm the profit?),NA,122.0 / −38.3 (substitute: CFO ÷ net income to parent) %,5,"`earnings/06` Sections 1a, 2 (from FY2025 20-F and Q2'26 interim Statements of Cash Flows)",11
A8-02,A8,Working-capital days creep,NA,86.9 (substitute: gross credit assets ÷ deposits) %,5,FY2025 20-F F-9; `earnings/06` Section 3,11
A8-03,A8,Receivables aged >6 months,NA,"12.5 (substitute: gross card receivables overdue, any age); 6.3 over 90 days %",4,"`earnings/06` Section 3; FY2025 20-F Notes 16, 28",11
A8-04,A8,Expense capitalisation,Amber,1.81 (FY2025) / 1.72 (H1'26) internally developed intangible additions ÷ total revenue %,4,"FY2025 20-F Note 19(b), Note 4; `earnings/06` Sections 6, 8",11
A8-05,A8,Recurring exceptionals & other income % of PBT,Green,3.36 (FY2025) / 2.05 (H1'26) other income ÷ PBT %,5,"FY2025 20-F F-6, Note 8; Q2'26 interim Statements of Income; `earnings/06` Section 5",11
A8-06,A8,Goodwill build-up & impairment,Green,3.62 (Dec-25) / 3.09 (Jun-26) goodwill ÷ total equity %,5,FY2025 20-F Note 19(b) and goodwill impairment analysis; Q2'26 interim Note 19,11
A8-07,A8,Policy / estimate / year-end changes,Green,0 profit-boosting policy or estimate changes; 0 restatements in 5 audited years count,5,"FY2025 20-F Note 4, Note 26, Item 6 clawback disclosure; Q2'26 interim Note 2(b)/(c) via `earnings/06` Section 6",11
A8-08,A8,Depreciation / amortisation rate consistency,Green,17.7 (FY2025) vs 17.4 (FY2024) amortisation ÷ average net intangibles %,4,"FY2025 20-F Note 19(b); D&A via `earnings/06` Sections 1, 8",11
A8-09,A8,Provisioning adequacy *(overlay priority item)*,Green,16.86 (Jun-26) ECL allowance ÷ gross credit assets; over-90-day card coverage 277% %,5,"`earnings/06` Sections 3, 8 (from Q2'26 interim Notes 7, 13, 14 and the Q2'26 deck); FY2025 20-F F-6, Note 25; Q2'26 int",11
A8-10,A8,Effective tax rate vs statutory,Amber,11.78 (H1'26) vs 42.5 statutory — a 30.7pp gap %,5,"FY2025 20-F F-6/F-7 and Note 30; Q2'26 interim Statements of Income and Note 30; `earnings/06` Sections 8, 10",11
A8-11,A8,Cash EPS vs accounting EPS,NA,59.6 (substitute: cash-backed net income ÷ reported net income to parent) %,5,`earnings/06` Section 1a,11
A8-12,A8,CFO / EBITDA conversion,NA,— —,5,`ciq_facts.json` (`ltm_ebitda_m` unknown); `earnings/06` Section 1,11
A8-13,A8,Consolidation opacity,Green,"6 material subsidiaries, all 100%-held and identical across FY2023–FY2025; 0 deconsolidations count",4,"FY2025 20-F Note 3, F-19/F-20; Note 18",11
A8-14,A8,Beneish M-score (8 components),NA,Not computed —,5,This report Section 2; MODULE_RULES sector overlay; FY2025 20-F F-6/F-9 (absent denominators),11
A8-15,A8,Revenue-quality cross-checks,Green,Revenue +37.0% vs cash taxes paid +30.0% and cash interest collected +45.0%; accrued-but-uncollected interest 22.2% of H1'26 revenue %,5,"FY2025 20-F F-6, Note 6 and Statements of Cash Flows; `earnings/06` Sections 2, 3, 8; Q2'26 interim Notes 6, 7",11
A8-16,A8,Segment / geography disclosure shifts,Green,1 reportable segment throughout; 3 geographic lines unchanged across FY2023–FY2025 count,4,"FY2025 20-F Note 34, Note 34(b), F-97",11
A8-17,A8,Dechow F-score & accrual battery,NA,"Not computed (soft assets 83.6% shown for transparency, not graded) —",5,This report Section 3; MODULE_RULES sector overlay; FY2025 20-F F-9; Q2'26 interim F-3,11
A8-18,A8,Issuance in a flagged year,NA,"0 equity raised FY2025 and H1'26; US$2,823.5m new borrowings FY2025; US$500.4m returned via the first-ever buyback in H1'26 US$m",5,FY2025 20-F Note 24(a); Q2'26 interim Statements of Cash Flows and Note 31; `earnings/06` Section 5,11
A8-19,A8,Cash authenticity,Green,"57.6% of US$15,003.6m cash held at central banks; Brazilian central-bank deposits remunerated at 100.0% of CDI; unqualified financial-statement AND IC",4,"FY2025 20-F Note 11, Note 15, Note 33, F-9; Report of Independent Registered Public Accounting Firm F-3 to F-5",11
A8-20,A8,Regulator-found divergence *(overlay's single most important item for a bank)*,Green,"0 divergences, sanctions or directed forensic audits found across 5 logged sweeps; regulator-defined CAR 16.6% vs a US$3,269.9m minimum against US$5,1",4,"FY2025 20-F Note 33 F-96/F-97, Note 25, Item 4B; Sweep Log rows 1–4",11
A9-01,A9,Securities/banking-regulator actions vs the COMPANY (5-year lookback),Amber,1 enforcement matters found in 5 years · 12-002 prong: Amber,3,"BCB PAS PE 183936 — Nu Pagamentos S.A., R$12,500, Copas decision 2021-10-22, read via search index 2026-09-06; absent fr",12
A9-02,A9,Investigations and forensic audits (local equivalents of NCLT/CCI/ED/CBI/SFIO),Green,0 active investigations or forensic audits,4,"SEC/DOJ/CVM/BCB/CNBV/SFC/CADE sweeps 2026-09-06, Sweep Log rows 1-12; CIQ Auditors export unqualified FY2020-FY2025",12
A9-03,A9,Whistleblower / vigil mechanism and outcomes,Amber,0 complaint statistics disclosed (2 of 3 green-band elements met),4,"FY25 Form 20-F, Item 16B, p.240; Compliance, Ethics and AML section; pool grep FY2021-FY2025 returned 0 hits for report ",12
A9-04,A9,Promoter track record at other ventures,NA,0 other ventures controlled by the promoter,4,"FY25 Form 20-F, Item 6.A",07
A9-05,A9,Rating actions (24-month history from the agencies' own records),Green,0 downgrades (against 2 upgrades and 1 affirmation),3,"CIQ Fixed Income S&P export (NU Holdings BB- stable, assigned 2023-09-22, last reviewed 2025-09-22); S&P upgrade of Nu F",12
A9-06,A9,"Exchange fines and listing-compliance register (8 quarters, all exchanges)",Green,0 fines or compliance actions across 8 quarters and both venues,4,NYSE Regulation Noncompliant Issuers page read 2026-09-06 — 'There are no Below Compliance or Late Filer issuers at this,12
A9-07,A9,Insider-trading / trading-window violations,Green,0 regulator or exchange orders,4,"SEC enforcement and EDGAR sweeps 2026-09-06; 07_people-integrity-dossiers.md — 25 persons, 0 securities-regulator orders",12
A9-08,A9,Sanctions / export-control / AML exposure,Green,0 sanctions matches or AML enforcement actions,3,"Sanctions screen 2026-09-06, 0 matches across the listco and five material subsidiaries; FY25 Form 20-F Compliance, Ethi",12
A9-09,A9,ESG / environmental / consumer penalties,Amber,"30739 US$ thousands civil provision (with 32,703 active consumer proceedings and 0 penalty orders)",4,"FY25 Form 20-F, Item 4 — Consumer Protection (32,703 active PROCON/small-claims proceedings at 2025-12-31); Q2 2026 Inte",12
A9-10,A9,Litigation-register reconciliation,Green,0 material cases found in the sweep but absent from the filings,3,Section 8 reconciliation table; FY25 Form 20-F Item 8.A p.207; Note 25; Sweep Log rows 1-12,12
A9-11,A9,Response to whistleblowers and short-sellers,NA,0 published allegations ever made against the company,4,This agent's sweep 2026-09-06 (0 results); 07_people-integrity-dossiers.md buzz sweep (0 results); business-model/01_dis,12
A10-01,A10,A10-01 - Dividend policy & consistency,Amber,0.0 % payout ratio; 0 dividends in 4.7 years; no documented policy,5,"FY25 Form 20-F, Item 8.A - Dividend and Dividend Policy ('We have never declared or paid any cash dividends... Nu has no",02
A10-02,A10,Swap ratios in group mergers,NA,0 group mergers / schemes in the period,4,Transaction Summary M&A / Private Placements export (NU) — vendor export; CIQ Key Developments export,05
A10-03,A10,Institutional voting patterns,Amber,96.23 % of votes cast for the slate (derived non-founder dissent ~15–18%),4,"SEC Form 6-K, AGM results Ex-99.1, filed 2026-08-07 — EDGAR, read 2026-09-06; FY25 Form 20-F, Item 7.A, p.203; derivatio",05
A10-04,A10,Rights / preferential / issue-pricing fairness,Amber,0 equity raises since the Dec-2021 IPO,5,"FY25 Form 20-F, Item 16G, p.243; Item 10.B — Issuance of Shares p.209, Preemptive or Similar Rights p.210, Preferred Sha",05
A10-05,A10,A10-05 - Buyback vs dividend conduct: is a mechanism rationale stated?,Amber,0 mentions of the buyback across 20 quarterly transcripts · 02-021 prong: Amber; 02-022 prong: Green,4,"Q2 2026 earnings-call transcript, Aug-13-2026 (the words 'repurchase', 'buyback' and 'capital' appear zero times); Q4 20",02
A10-06,A10,Delisting & exit-offer conduct,NA,0 delisting or exit-offer attempts,4,CIQ Key Developments export; Transaction Summary exports; FY25 Form 20-F,05
A11-01,A11,Group-structure map (layers),Amber,4 layers from listco to deepest entity (3 on the vendor tree; at least 4 honouring Note 3 'Indirect' labels) · 09-017 prong: Green; 09-018 prong: Amber,4,"CIQ Corporate Structure Tree retrieved 2026-08-29; FY25 20-F, Note 3, p.F-19",09
