finding_id,ticker,date,agent,section,question,standardized_verdict,raw_value,unit,current_period,prior_period,trend,peer_benchmark,peer_verdict,score,max_score,penalty,confidence_1_to_5,materiality,evidence,source_id,source_type,source_date,as_of_date,analyst_interpretation,red_flag_triggered,red_flag_id,follow_up_required
03-001,DHER,2026-08-12,03_incentives-and-compensation,Comp Structure,CEO FY2024 target total compensation,Amber,5176,"kEUR, target",FY2024,4525 (FY2023),Increasing (+14%),No peer set,NA,5,10,-1,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.45",S1,Annual filing,2025-04-25,2025-04-25,Meaningful year-on-year increase; magnitude only assessable against a thin peer data point,False,,Confirm FY2025 target comp for continued escalation
03-002,DHER,2026-08-12,03_incentives-and-compensation,Comp Structure,CEO variable (at risk) share of target comp,Green,90,% of total,FY2024,92% (FY2023),"Stable, high",No peer set,NA,8,10,0,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.45",S1,Annual filing,2025-04-25,2025-04-25,Most compensation is performance-contingent and equity-settled,False,,None
03-003,DHER,2026-08-12,03_incentives-and-compensation,Comp Structure,LTI weight vs approved 55-65% band,Green,61,% of CEO target comp,FY2024,"88% (FY2023, old system)",Structural change,No peer set,NA,6,10,0,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.45",S1,Annual filing,2025-04-25,2025-04-25,New system rebalanced LTI weight down but still dominant component,False,,None
03-004,DHER,2026-08-12,03_incentives-and-compensation,Performance Metrics,STI growth-leg metric choice (Revenue/GMV/Gross Profit),Red,1,of 3 size-based options,FY2024 onward,ESG-only (pre-FY2024),New system,No peer set,NA,2,10,-4,4,High,"FY24 Annual Report, Compensation Report 2024, p.47-48",S1,Annual filing,2025-04-25,2025-04-25,"All three growth-leg options are absolute-size measures, not per-share; FY2024 selection undisclosed",False,,Confirm which metric the Supervisory Board selected for FY2024/FY2025
03-005,DHER,2026-08-12,03_incentives-and-compensation,Performance Metrics,STI profitability-leg metric choice (adj. EBITDA/EBITDA-Margin/FCF),Amber,1,of 3 mixed options,FY2024 onward,ESG-only (pre-FY2024),New system,No peer set,NA,5,10,-2,4,High,"FY24 Annual Report, Compensation Report 2024, p.47-48",S1,Annual filing,2025-04-25,2025-04-25,Menu includes one returns-type ratio alongside two absolute metrics; selection undisclosed,False,,Same as 03-004
03-006,DHER,2026-08-12,03_incentives-and-compensation,Performance Metrics,STI financial-KPI combined weight,Green,72.5,% of STI (midpoint of 70-75%),FY2024 onward,"0% (pre-FY2024, 100% ESG)",Improving,No peer set,NA,6,10,0,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.47-48",S1,Annual filing,2025-04-25,2025-04-25,Financial performance now drives the majority of the STI for the first time,False,,None
03-007,DHER,2026-08-12,03_incentives-and-compensation,Performance Metrics,LTI relative TSR weight,Green,70,% of LTI,FY2024 onward,Not applicable (legacy LTIP had no TSR test),"New, positive",No peer set,NA,9,10,0,5,High,"FY24 Annual Report, Compensation Report 2024, p.49-50",S1,Annual filing,2025-04-25,2025-04-25,Strongest per-share alignment element in the structure,False,,Track first TSR performance-period outcome (2028 settlement)
03-008,DHER,2026-08-12,03_incentives-and-compensation,Performance Metrics,LTI cumulative operating cash flow weight,Amber,30,% of LTI,FY2024 onward,Not applicable,New,No peer set,NA,5,10,-2,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.49-50",S1,Annual filing,2025-04-25,2025-04-25,"Absolute cash metric, not per-share, but a real cash-discipline test",False,,None
03-009,DHER,2026-08-12,03_incentives-and-compensation,Performance Metrics,Legacy LTIP (2018-2023) performance metric,Red,20,"% revenue CAGR threshold, binary",FY2018-FY2023 grants (vesting through 2029),,"Legacy, still vesting",No peer set,NA,1,10,-5,5,Critical,"FY24 Annual Report, Compensation Report 2024, p.50-53",S1,Annual filing,2025-04-25,2025-04-25,"Pure top-line growth hurdle with zero profitability or per-share condition, still working through the share count",False,RF-CAP-004,Confirm remaining legacy-tranche exposure and 2026-2029 exercise activity
03-010,DHER,2026-08-12,03_incentives-and-compensation,Performance Metrics,Legacy LTIP actual achievement vs 20% target (illustrative tranches),Red,82,% actual CAGR vs 20% target (Tranche 2018),FY2017-FY2020 performance period,"Similar pattern Tranches 2019-2021 (90%, 80%, 52% actual)","Consistently cleared, easily",No peer set,NA,1,10,-5,5,High,"FY24 Annual Report, Compensation Report 2024, p.53",S1,Annual filing,2025-04-25,2025-04-25,Every disclosed tranche beat the 20% CAGR bar by a wide margin during years of multi-billion-euro net losses and heavy dilutive capital raises,False,,"None (historical, informational)"
03-011,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,STI/LTI settlement form (cash vs shares),Green,1,Supervisory Board intends share settlement,FY2024 onward,Same,Stable,No peer set,NA,6,10,0,4,Medium,"FY24 Annual Report, Compensation Report 2024, p.46, p.49",S1,Annual filing,2025-04-25,2025-04-25,Real equity exposure with multi-year deferral rather than immediate cash bonuses,False,,None
03-012,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,Malus and clawback coverage,Green,1,STI+LTI covered since FY2024,FY2024,Narrower pre-FY2024,Improving,No peer set,NA,7,10,0,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.42, p.59",S1,Annual filing,2025-04-25,2025-04-25,Coverage extended; not triggered in FY2024,False,,None
03-013,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,Maximum compensation cap (CEO),Green,12000,"kEUR, statutory cap",FY2024 onward,Same,Stable,No peer set,NA,6,10,0,5,Low,"FY24 Annual Report, Compensation Report 2024, p.42-43",S1,Annual filing,2025-04-25,2025-04-25,Transparent ceiling well above amounts actually granted,False,,None
03-014,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,CEO pay vs a peer data point (Just Eat Takeaway CEO),Amber,1.6,"EURm, FY2023 (unverified web estimate)",FY2023,,,Just Eat Takeaway (smaller-revenue peer),Worse,3,10,-1,2,Low,"Web: simplywall.st, retrieved 2026-08-12 (unverified)",S5,Web,2026-08-12,2026-08-12,Single unverified peer point; no rigorous size-adjusted benchmarking available in the pool,False,,Source a proper size-adjusted peer comp table if available
03-015,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,FY2023 Compensation Report say-on-pay vote,Green,93.05,% approval,AGM Jun 19 2024 (covering FY2023),,,No peer set,NA,8,10,0,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.40",S1,Annual filing,2025-04-25,2024-06-19,"High shareholder support, no material opposition signal",False,,Confirm FY2024 vote outcome once available
03-016,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,FY2024 Compensation Report say-on-pay vote,Insufficient Data,,,Scheduled AGM Jun 18 2025,93.05% (FY2023),Not yet available,No peer set,NA,,,,1,Medium,"FY24 Annual Report, Compensation Report 2024, p.40",S1,Annual filing,2025-04-25,2025-04-25,Vote occurs after this Annual Report's publication date; outcome not in the pool,False,,Obtain the Jun 18 2025 AGM voting-results disclosure
03-017,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,One-time deviation from approved compensation-system ratios (Vandepitte),Amber,29.51,% fixed vs 10-25% approved band,FY2024,"Within band, all prior years",One-off deviation,No peer set,NA,4,10,-2,5,Medium,"FY24 Annual Report, Compensation Report 2024, p.59-60",S1,Annual filing,2025-04-25,2025-04-25,"Transparently disclosed and operationally justified, but shows willingness to deviate from the AGM-approved system",False,,Confirm no repeat deviations in FY2025
03-018,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,Change-of-control full-vesting acceleration on Management Board resignation,Red,1,Unconditional full acceleration of all unvested STI/LTI on CoC resignation,"FY2024 contractual terms, live given the pending Uber offer",Same terms pre-date the Uber process,Live/material,No peer set,NA,2,10,-6,5,Critical,"FY24 Annual Report, Compensation Report 2024, p.39-40",S1,Annual filing,2025-04-25,2025-04-25,"Creates a direct personal financial incentive for Management Board members to see a change-of-control transaction complete, independent of the per-share price achieved for other shareholders",True,RF-CAP-001,Confirm whether the Supervisory Board negotiated price-linked conditionality into the Uber transaction terms that offsets this acceleration incentive
03-019,DHER,2026-08-12,03_incentives-and-compensation,Comp Structure,Marie-Anne Popp (current CFO) FY2024 target-compensation disclosure,Insufficient Data,,,FY2024,,,No peer set,NA,,,,2,Medium,"FY24 Annual Report, Note 10(a), p.207",S1,Annual filing,2025-04-25,2025-04-25,Not yet a Management Board member during FY2024; no comp table row exists in this filing,False,,Obtain FY2025 Compensation Report for her comp structure
03-020,DHER,2026-08-12,03_incentives-and-compensation,Pay vs Performance,Group-wide share-based-compensation expense trend (dilution context),Amber,171.1,EURm (FY2024),FY2024,325.9 (FY2022 peak); 224.1 (FY2025),"Volatile, non-declining",No peer set,NA,4,10,-1,4,Medium,"Delivery-Hero-SE-XTRA-DHER-Financials.xls, Income Statement tab",S2,Data-vendor workbook,2026-08-10,2026-08-10,Equity-heavy incentive design at scale continues to generate real dilution; FY2025 uptick reverses the FY2023-24 decline,False,,Track FY2026 SBC expense and outstanding share count
04-001,DHER,2026-08-12,04_ownership-and-insider-behavior,Ownership,"Is a >10%-voting-rights holder disclosed, and is the exact % itemized?",Amber,0,% itemized (threshold-only disclosure),Dec-31-2024,N/A,Not enough history,No peer set,NA,5,10,-2,5,Medium,"FY24 Annual Report, ""Shareholdings exceeding 10% of voting rights,"" p.32-33",S1,Annual filing,2025-04-25,2025-04-25,Naspers/MIH disclosed as sole >10% holder but exact percentage is not reproduced in the pool text,False,,Confirm exact % via a WpHG voting-rights notification
04-002,DHER,2026-08-12,04_ownership-and-insider-behavior,Ownership,Aggregate Management Board share ownership at period end,Amber,0.38,% of subscribed capital,Dec-31-2024,N/A,Not enough history,No peer set,NA,5,25,-3,5,High,"FY24 Annual Report, p.32",S1,Annual filing,2025-04-25,2025-04-25,Thin insider ownership for a founder-led company,False,,Confirm if this figure changed materially at FY2025 year-end
04-003,DHER,2026-08-12,04_ownership-and-insider-behavior,Ownership,Is Management Board equity bought (cash) or granted (compensation)?,Red,0,qualitative (% evidenced as open-market purchase),FY2024,N/A,Not enough history,No peer set,NA,3,15,-5,4,High,"FY24 Annual Report, Compensation Report, pp.~2160-2521, 9750-9865",S1,Annual filing,2025-04-25,2025-04-25,"All disclosed Management Board equity traces to compensation programs, not a disclosed cash purchase",False,,Check for any disclosed open-market executive purchases in a future filing
04-004,DHER,2026-08-12,04_ownership-and-insider-behavior,Insider Transactions,Is a PDMR (insider) buy/sell transaction log present in the pool?,Insufficient Data,0,count of transactions disclosed,2025-2026,N/A,Not enough history,No peer set,NA,,,,5,High,"FY24 Annual Report, p.32 (references Art. 19(11) MAR obligation, no transaction table)",S1,Annual filing,2025-04-25,2025-04-25,"A genuine data gap, not a clean record",False,,Pull the company's own PDMR disclosure page or BaFin filings for 2025-2026
04-005,DHER,2026-08-12,04_ownership-and-insider-behavior,Pledging,Is any insider or strategic-holder share pledge disclosed?,Green,0,% of holding pledged,FY2024,N/A,Stable,No peer set,NA,9,20,0,5,Critical,FY24 Annual Report (absence of disclosure); business-model/01_disqualifier-scan.md,S3,Cross-module,2026-08-12,2025-04-25,No pledging disclosed anywhere in the pool,False,,None
04-006,DHER,2026-08-12,04_ownership-and-insider-behavior,Control Structure,Dual-class / super-voting shares?,Green,0,count of share classes beyond ordinary,FY2024,N/A,Stable,No peer set,NA,5,5,0,5,Medium,"FY24 Annual Report, p.32",S1,Annual filing,2025-04-25,2025-04-25,"Single class, one vote per share",False,,None
04-007,DHER,2026-08-12,04_ownership-and-insider-behavior,Control Structure,Acquirer's pre-completion economic exposure to DHER,Amber,37,% economic exposure,2026-07-16,N/A,Increasing (deal in progress),No peer set,NA,4,10,-1,3,Critical,"Uber Technologies, Inc., Delivery Hero SE - M&A Call, Jul 16, 2026, p.7",S2,Deal/M&A transcript,2026-07-16,2026-07-16,"A live, material control-structure event",False,,Track completion/regulatory approval timeline into H2 2027
04-008,DHER,2026-08-12,04_ownership-and-insider-behavior,Control Structure,Reference shareholder's irrevocable tender commitment,Amber,1,qualitative (full remaining stake committed),2026-07-16,N/A,New event,No peer set,NA,4,10,-1,3,Critical,"Uber Technologies, Inc., Delivery Hero SE - M&A Call, Jul 16, 2026, p.4",S2,Deal/M&A transcript,2026-07-16,2026-07-16,Prosus's full irrevocable commitment materially de-risks deal completion for Uber,False,,Confirm final tender-offer acceptance rate and any squeeze-out outcome
04-009,DHER,2026-08-12,04_ownership-and-insider-behavior,Control Structure,Board-nomination rights tied to a major shareholder,Amber,1,"Supervisory Board seat, vacated","May 1-Dec 31, 2024",FY2023,Deteriorating,No peer set,NA,5,10,-2,5,Medium,"FY24 Annual Report, Note 10(b), p.207",S1,Annual filing,2025-04-25,2025-04-25,Prosus's board seat lapsed at year-end 2024 with no disclosed successor,False,,Confirm current Supervisory Board composition
