finding_id,ticker,date,agent,section,question,standardized_verdict,raw_value,unit,current_period,prior_period,trend,peer_benchmark,peer_verdict,score,max_score,penalty,confidence_1_to_5,materiality,evidence,source_id,source_type,source_date,as_of_date,analyst_interpretation,red_flag_triggered,red_flag_id,follow_up_required
01-012,NHY,2026-07-19,01_management-and-track-record,Integrity Test,Adverse integrity 'buzz' routed from disqualifier scan,Not Applicable,0,signals routed,FY2025,N/A,Not enough history,No peer set,No peer set,,,,5,Low,"[business-model/01_disqualifier-scan.md, §1 and §3]",S5,Cross-module input,2026-07-19,2025-12-31,No unresolved adverse integrity signal exists to carry into this module,False,,None
01-013,NHY,2026-07-19,01_management-and-track-record,Key Executives,Chair independence/background relevance,Green,1,prior bank-CEO chair,FY2025,N/A,Not enough history,No peer set,No peer set,10,10,0,4,Low,"[Norsk Hydro ASA OB NHY Board Members export, ""Bjerke, Rune"" background]",S4,Capital IQ export,2026-07-18,2026-07-18,"Chair brings large-company CEO experience (DNB Bank) rather than aluminium-sector expertise specifically; relevant for oversight quality, assessed further in agent 05",False,,None
02-001,NHY,2026-07-19,02_capital-allocation-scorecard,Uses of Capital,Capex as % of 5-yr CFO,Amber,52.0,%,FY2021-25,,Not enough history,No peer set,No peer set — relative governance not assessed,6,10,0,5,Medium,[Cash Flow tab; earnings/01_historical-financials.md §1],S2,Capital IQ export,2026-07-18,2025-12-31,"Largest single use of cash; capex has run above D&A every year (growth, not pure maintenance)",False,,Track capex/D&A trend vs the FY2026 NOK 13.5bn guide
02-002,NHY,2026-07-19,02_capital-allocation-scorecard,Uses of Capital,Dividends as % of 5-yr CFO,Green,36.4,%,FY2021-25,,Not enough history,No peer set,No peer set,8,10,0,5,Medium,[Cash Flow tab],S2,Capital IQ export,2026-07-18,2025-12-31,Second-largest use; policy has a disclosed floor + variable structure,False,,None
02-003,NHY,2026-07-19,02_capital-allocation-scorecard,Uses of Capital,Net acquisitions as % of 5-yr CFO,Insufficient Data,0,"NOK million (CIQ line, flagged unreliable)",FY2021-25,,Not enough history,No peer set,No peer set,,,,2,Medium,"[Cash Flow tab 'Cash Acquisitions' row, all '-'; contradicted by Alumetal deal disclosure]",S2,Capital IQ export,2026-07-18,2025-12-31,"The vendor cash-flow line does not capture the disclosed Alumetal deal — a probable extraction/classification mismatch, flagged not overridden",False,,Source the FY2023 annual report's own cash-flow statement to isolate the exact cash paid for Alumetal
02-004,NHY,2026-07-19,02_capital-allocation-scorecard,M&A Scorecard,Alumetal impairment-test headroom,Amber,18,% (recoverable value over carrying value),FY2025,,Deteriorating (management flags risk of future impairment),No peer set,No peer set,10,20,-4,5,High,"[Integrated Annual Report 2025, p.7418-7426]",S1,Audited annual report,2026-02-12,2025-12-31,Thin headroom on the only disclosed material bolt-on acquisition in the period; not yet impaired but management's own words flag the risk,False,,Track the Alumetal CGU impairment test in the FY2026 annual report
02-005,NHY,2026-07-19,02_capital-allocation-scorecard,M&A Scorecard,Battery materials/green hydrogen growth bet — outcome,Red,1,"growth area abandoned, Vianode written to zero",FY2024-2025,Set as a strategic growth area pre-Nov-2024,Deteriorating (fully reversed),No peer set,No peer set,3,20,-8,5,Medium,"[Integrated Annual Report 2025, p.6746-6749, p.10247-10248]",S1,Audited annual report,2026-02-12,2025-12-31,"A genuine, admitted value-destructive growth bet — capital and management attention committed then withdrawn within ~3 years; the Vianode stake was sold with no gain or loss after being fully written down",True,RF-CAP-001,Quantify the cumulative capital invested in Vianode/Hydrovolt/Lithium de France/hydrogen from FY2021-2024 filings if a fuller pool becomes available
02-006,NHY,2026-07-19,02_capital-allocation-scorecard,M&A Scorecard,Serial-acquirer / opportunity-cost test (§24 Filter 4),Not Applicable,0,material deals meeting the serial-acquirer bar,FY2021-25,,Not enough history,No peer set,No peer set,,,,4,Low,"[business-model/11_capital-allocation-governance.md, §4]",S6,Cross-module input,2026-07-19,2025-12-19,One bolt-on plus one reversed organic bet does not meet the serial-acquirer threshold; no debt-funded mega-deal near own market value,False,,None
02-007,NHY,2026-07-19,02_capital-allocation-scorecard,Buyback Scorecard,"Net share-count change, 5yr",Green,-4.2,%,FY2021-25,,Improving (declining count),No peer set,No peer set,8,10,0,5,Medium,"[Balance Sheet tab, 'Total Shares Out. on Filing Date']",S3,Capital IQ export,2026-07-18,2025-12-31,"Genuine net reduction, not merely offsetting SBC dilution (issuance consistently small vs repurchase spend)",False,,None
02-008,NHY,2026-07-19,02_capital-allocation-scorecard,Buyback Scorecard,Disclosed buyback price vs year's average trading price (FY2024-25 program),Green,65.7,NOK/share vs 64.26/64.59 year averages,FY2024-25,,Stable,No peer set,No peer set,7,10,0,5,Medium,"[Integrated Annual Report 2025, p.8332-8337, p.3006]",S1,Audited annual report,2026-02-12,2025-06-27,"Execution price sits just above the year's average and well below the year's high — ordinary, not exceptional, price discipline",False,,None
02-009,NHY,2026-07-19,02_capital-allocation-scorecard,Buyback Scorecard,"Buyback price discipline evidence, FY2022-2023",Insufficient Data,0,exact shares repurchased not disclosed,FY2022-23,,Not enough history,No peer set,No peer set,,,,2,Low,"[Cash Flow tab; Integrated Annual Report 2025, p.64]",S1,Audited annual report,2026-02-12,2025-12-19,Cannot be judged for price discipline on hard evidence for these two years,False,,Source FY2022/FY2023 annual reports if available for exact buyback tranche pricing
02-010,NHY,2026-07-19,02_capital-allocation-scorecard,Buyback Scorecard,Ministry (state) buyback participation — preferential terms?,Green,0,preferential price gap (NOK),FY2025,,Not enough history,No peer set,No peer set,10,10,0,5,Medium,"[Integrated Annual Report 2025, p.8332-8337: same price terms as for the buybacks via the stock exchange]",S1,Audited annual report,2026-02-12,2025-06-27,The controlling shareholder's pro-rata redemption was executed at the same price as the open-market buyback — no minority-dilutive favoritism found,False,,None
02-011,NHY,2026-07-19,02_capital-allocation-scorecard,Dividends,"Dividend coverage by FCF, FY2023",Red,0.75,x (cash dividend / FCF),FY2023,1.4x (FY2022),Deteriorating,No peer set,No peer set,4,15,-3,5,Medium,[Cash Flow tab],S2,Capital IQ export,2026-07-18,2023-12-31,Cash dividend paid exceeded that year's FCF; net debt rose the same year,True,RF-CAP-003,Confirm whether the variable-dividend formula was adjusted downward for FY2026 given lower recent FCF
02-012,NHY,2026-07-19,02_capital-allocation-scorecard,Dividends,"Dividend coverage by FCF, FY2024",Red,0.36,x (cash dividend / FCF),FY2024,0.75x (FY2023),Deteriorating,No peer set,No peer set,3,15,-4,5,Medium,[Cash Flow tab],S2,Capital IQ export,2026-07-18,2024-12-31,"Cash dividend paid far exceeded that year's FCF; net debt rose to NOK 16.0bn, the period high",True,RF-CAP-003,Same as above
02-013,NHY,2026-07-19,02_capital-allocation-scorecard,Dividends,"Dividend coverage by FCF, FY2025",Green,2.56,x (cash dividend / FCF),FY2025,0.36x (FY2024),Improving,No peer set,No peer set,3,15,0,5,Medium,[Cash Flow tab],S2,Capital IQ export,2026-07-18,2025-12-31,Coverage recovered sharply as capex eased and FCF rebounded,False,,None
02-014,NHY,2026-07-19,02_capital-allocation-scorecard,Organic Reinvestment,Reported RoaCE vs 10% cycle target,Amber,7.2,% (FY2025); 8.5% (FY2024),FY2024-25,10% cycle-average target,Deteriorating (below target on a reported basis both years),No peer set,No peer set,8,25,-5,5,High,"[Integrated Annual Report 2025, p.10322]",S1,Audited annual report,2026-02-12,2025-12-31,"The clean, reported (not adjusted) return on capital has been below management's own target in both available years; the 10.2% figure the company cites as beaten is the adjusted metric",False,,Track reported (not just adjusted) RoaCE each year
02-015,NHY,2026-07-19,02_capital-allocation-scorecard,Organic Reinvestment,"Incremental ROIC, FY2024→FY2025",Insufficient Data,24.0,"% (ΔEBIT-after-tax/ΔCapital Employed, both shrinking)",FY2024-25,,Not enough history,No peer set,No peer set,4,25,0,4,Medium,"[Integrated Annual Report 2025, p.10294-10313]",S1,Audited annual report,2026-02-12,2025-12-31,"Mathematically positive only because both numerator and denominator fell together (partly on the Tomago full write-down); not a clean read of returns on newly deployed capital, and only a 2-year window is available",False,,Extend the series once FY2026 Capital Employed/EBIT-after-tax figures are disclosed
02-016,NHY,2026-07-19,02_capital-allocation-scorecard,Organic Reinvestment,"Capex/D&A ratio, FY2022-2025",Amber,1.26,x average,FY2022-25,,Deteriorating-to-stable (1.46x FY23 peak easing to 1.13x FY25),No peer set,No peer set,0,25,0,4,Medium,[business-model/11_capital-allocation-governance.md],S6,Cross-module input,2026-07-19,2025-12-31,"Consistent net investment above depreciation, consistent with the recycling-capacity buildout; folded into the composite total rather than double-counted",False,,None
02-017,NHY,2026-07-19,02_capital-allocation-scorecard,Balance-Sheet Prudence,Adjusted net debt / adjusted EBITDA vs 2x target,Green,0.7,x (FY2025),FY2021-25,,Stable-to-improving (0.2x-0.9x range throughout),No peer set,No peer set,9,10,0,5,High,"[Integrated Annual Report 2025, p.64]",S1,Audited annual report,2026-02-12,2025-12-31,Never breached the company's own sub-2x target even during the two under-covered dividend years,False,,None
02-018,NHY,2026-07-19,02_capital-allocation-scorecard,Per-Share Value Creation,"EPS diluted (reported), 5-yr trend",Amber,3.41,NOK (FY2025),FY2021-25,5.93/11.78/1.77/2.90/3.41,Volatile (commodity-cycle-driven),No peer set,No peer set,5,10,0,5,Medium,[earnings/01_historical-financials.md §1],S5,Cross-module input,2026-07-19,2025-12-31,No clean multi-year per-share compounding is visible; the 4.2% share-count reduction is real but swamped by earnings volatility,False,,None
03-001,NHY,2026-07-19,03_incentives-and-compensation,Comp Structure,CEO total compensation (FY2025),Green,15060,NOK thousand,FY2025,FY2024: 13616,Improving,No direct CEO-level peer figure; group-level peer median exists (03-013),See 03-013,8,10,0,5,Medium,"[Remuneration Report 2025, ""Total remuneration,"" p.9]",S2,Company filing,2026-02-12,2025-12-31,"Total pay rose 10.6% YoY, roughly tracking a strong operating year (ARoaCE 10.2% vs 10% target; TSR +26.9%)",False,,None
03-002,NHY,2026-07-19,03_incentives-and-compensation,Comp Structure,CEO fixed vs variable pay mix,Amber,71,% fixed,FY2025,FY2024: 71% fixed,Stable,No peer set,No peer set — relative governance not assessed,6,10,-2,5,Medium,"[Remuneration Report 2025, ""Total remuneration,"" p.9]",S2,Company filing,2026-02-12,2025-12-31,Majority-fixed structure moderates how much pay actually swings with performance even though the variable component itself is returns-linked,False,,Track whether the fixed share declines as the LTI redesign (2027 grant) takes effect
03-003,NHY,2026-07-19,03_incentives-and-compensation,Comp Structure,CFO total compensation (FY2025),Green,8910,NOK thousand,FY2025,FY2024: 8458,Increasing,No peer set,No peer set,8,10,0,5,Low,"[Remuneration Report 2025, ""Total remuneration,"" p.9]",S2,Company filing,2026-02-12,2025-12-31,"Same structure as CEO, 77% fixed / 23% variable",False,,None
03-004,NHY,2026-07-19,03_incentives-and-compensation,Performance Metrics,STI financial-goal metric classification (RoaCE),Green,35,% weight,FY2025,N/A,Not enough history,No peer set,No peer set,10,10,0,5,High,"[Remuneration Report 2025, ""STI-plan,"" p.12]",S2,Company filing,2026-02-12,2025-12-31,"Capital-efficiency (returns-based) metric, not a size metric",False,,None
03-005,NHY,2026-07-19,03_incentives-and-compensation,Performance Metrics,STI performance-goal metrics classification (People/Planet/Partners/Profit),Amber,40,% weight (CEO),FY2025,N/A,Not enough history,No peer set,No peer set,6,10,-2,4,Medium,"[Remuneration Report 2025, ""STI-plan,"" p.12-13; ""Performance goals and achievement — Group,"" p.17]",S2,Company filing,2026-02-12,2025-12-31,"Safety/ESG/cost-efficiency KPIs — not size-based, but not per-share either; ""Profit"" sub-metric is a cost-improvement target, not revenue or EBITDA scale",False,,None
03-006,NHY,2026-07-19,03_incentives-and-compensation,Performance Metrics,STI individual-goal metric disclosure,Amber,25,% weight (undisclosed content),FY2025,N/A,Not enough history,No peer set,No peer set,3,10,-5,3,Medium,"[Remuneration Report 2025, ""Individual goals,"" p.13]",S2,Company filing,2026-02-12,2025-12-31,"A quarter of the CEO's bonus is explicitly not disclosed as ""business sensitive"" — cannot classify as per-share or size-based",False,,Request individual-goal detail in next year's remuneration report or via IR
03-007,NHY,2026-07-19,03_incentives-and-compensation,Performance Metrics,LTI metric — 3yr TSR vs peer group,Green,50,% weight,FY2025,N/A,Not enough history,"Peer group named (Nalco, Rusal, Alcoa, Century Aluminium, Hindalco, Chalco, Grupa Kety, Constellium, Kaiser, ProfilGruppen, Tredegar)",Hydro underperformed peer TSR by -16.5pp over 2023-2025,10,10,0,5,High,"[Remuneration Report 2025, ""LTI performance goals,"" p.21; ""LTI results for 2025,"" p.22]",S2,Company filing,2026-02-12,2025-12-31,Purest per-share metric in the whole plan (TSR = price + dividends); relative-to-peer design avoids rewarding a rising commodity tide alone,False,,None
03-008,NHY,2026-07-19,03_incentives-and-compensation,Performance Metrics,LTI metric — 3yr average RoaCE vs target,Green,50,% weight,FY2025,N/A,Not enough history,Internal target 10%,6.9% 3-yr avg vs 10% target,9,10,0,5,High,"[Remuneration Report 2025, ""LTI performance goals,"" p.21]",S2,Company filing,2026-02-12,2025-12-31,"Capital-efficiency metric, conditional on positive adjusted EBIT — no payout in a loss year",False,,None
03-009,NHY,2026-07-19,03_incentives-and-compensation,Pay vs Performance,2025 LTI actual payout vs maximum,Green,34.3,% of max potential,FY2025,N/A,Not enough history,No peer set,No peer set,9,10,0,5,Critical,"[Remuneration Report 2025, ""LTI results for 2025,"" p.22]",S2,Company filing,2026-02-12,2025-12-31,"TSR leg paid zero (underperformed peers by 16.5pp over 3 years) while RoaCE leg paid 68.7% — real consequence for multi-year underperformance, not a rubber stamp",False,,Track whether the TSR leg recovers as the 2027 forward-looking redesign takes effect
03-010,NHY,2026-07-19,03_incentives-and-compensation,Pay vs Performance,LTI maximum potential vs base salary,Green,30,% of base salary (max),FY2025,N/A,Not enough history,No peer set,No peer set,7,10,0,5,Medium,"[Remuneration Report 2025, ""Overview of remuneration elements,"" p.7]",S2,Company filing,2026-02-12,2025-12-31,"A relatively modest LTI ceiling versus mega-cap global peers, consistent with Hydro's stated ""competitive but not market leading"" policy",False,,None
03-011,NHY,2026-07-19,03_incentives-and-compensation,Pay vs Performance,STI maximum potential vs base salary,Green,50,% of base salary (CEO max),FY2025,N/A,Not enough history,CFO max 40%; other EVPs 25-75%,In line with role seniority,7,10,0,5,Low,"[Remuneration Report 2025, ""STI overview for members of the ELT,"" p.11]",S2,Company filing,2026-02-12,2025-12-31,"CEO carries the highest STI ceiling on the team, as expected",False,,None
03-012,NHY,2026-07-19,03_incentives-and-compensation,Pay vs Performance,Say-on-pay vote on FY2024 remuneration report,Amber,26,% votes against,2025 AGM,N/A,Not enough history,No peer set,No peer set,5,10,-3,4,High,"[Remuneration Report 2025, ""Dear reader,"" p.4]",S2,Company filing,2026-02-12,2025-05-01,A materially high opposition level for a say-on-pay item; Board acknowledges it and points to a resulting incentive redesign,False,,Obtain the FY2025 report's own AGM (2026-05-07) vote split once published
03-013,NHY,2026-07-19,03_incentives-and-compensation,Pay vs Performance,CEO pay vs Norway Metals & Mining peer group (similar market cap),Green,14,"NOK million (FY2024, vs peer median NOK 38m)",FY2024,N/A,Not enough history,Peer median NOK 38m (mkt cap >NOK 83bn),Below peer median,8,10,0,2,Medium,"[Web: Simply Wall St, ""This Is Why Shareholders May Want To Hold Back On A Pay Rise For Norsk Hydro ASA's (OB:NHY) CEO,"" dated ~2025 (unverified secondary source; figures traced to the company's own FY2024 remuneration report)]",S3,Web (unverified secondary),2025-01-01,2025-01-01,"CEO pay is below the disclosed peer median, consistent with Hydro's own ""not market leading"" stated policy",False,,Confirm FY2025 CEO pay vs an updated peer-median figure once available
03-014,NHY,2026-07-19,03_incentives-and-compensation,Performance Metrics,LTI plan redesign (2027 grant) in response to shareholder feedback,Green,1,binary (redesign confirmed),FY2025-2027,Prior backward-looking restricted-share design,Improving,No peer set,No peer set,6,10,0,4,Medium,"[Remuneration Report 2025, ""Revised Long-Term Incentive (LTI) structure,"" p.23]",S2,Company filing,2026-02-12,2026-02-12,"Board responded to the 26% against vote and proxy-advisor feedback with a concrete design change, kept the same 50/50 RoaCE/TSR weights, and shifted to a forward-looking performance period",False,,Confirm shareholder approval of the revised policy at the May 2026 AGM
03-015,NHY,2026-07-19,03_incentives-and-compensation,Comp Structure,Share option scheme presence,Green,0,count,FY2025,N/A,Not enough history,No peer set,No peer set,5,5,0,5,Low,"[integrated-annual-report-2025.pdf, NUES Report, ""12. Remuneration of the executive management,"" p.297: ""Hydro has no share option scheme""]",S1,Audited annual report,2026-02-12,2025-12-31,"LTI is real-share-based with a 3-year lock-in, avoiding option-driven risk-taking asymmetry",False,,None
03-016,NHY,2026-07-19,03_incentives-and-compensation,Performance Metrics,CEO ESG/climate-linked bonus weight,Amber,19.0,% of base salary earned,FY2025,Max potential 19.2%,Stable,No peer set,No peer set,5,10,-1,5,Medium,"[Remuneration Report 2025, ""CEO Compensation linked to ESG targets and achievements,"" p.21]",S2,Company filing,2026-02-12,2025-12-31,"A material, near-maximum-achieved slice of pay tied to ESG rather than financial/per-share metrics — legitimate for an aluminium producer's decarbonization strategy but not a per-share value metric",False,,None
03-017,NHY,2026-07-19,03_incentives-and-compensation,Comp Structure,Board of Directors remuneration structure,Green,0,% performance-based,FY2025,N/A,Not enough history,No peer set,No peer set,5,5,0,5,Low,"[integrated-annual-report-2025.pdf, NUES Report, ""11. Remuneration of the Board of Directors,"" p.296; Remuneration Report 2025, p.27]",S1,Audited annual report,2026-02-12,2025-12-31,"Fixed fees only, no shares/options — appropriate for preserving board independence from management's own incentive outcomes",False,,None
03-018,NHY,2026-07-19,03_incentives-and-compensation,Comp Structure,State-linked pay-moderation guideline for new ELT members,Green,25,"% max STI (new joiners, vs 50% for legacy CEO)",2024-2025,N/A,Not enough history,No peer set,No peer set,4,5,0,4,Low,"[Remuneration Report 2025, ""Dear reader,"" p.4]",S2,Company filing,2026-02-12,2025-12-31,"Norwegian-government executive-pay guidelines (relevant given the State's 34.5% stake) cap new-ELT-member STI potential at 25% of base, reinforcing pay moderation rather than empire-building-style pay escalation",False,,None
03-019,NHY,2026-07-19,03_incentives-and-compensation,Disclosure Quality,External assurance on remuneration disclosure,Green,1,binary (assured),FY2025,N/A,Not enough history,No peer set,No peer set,5,5,0,5,Low,"[Remuneration Report 2025, ""Independent auditor's assurance report on report on salary and other remuneration to directors,"" p.30, KPMG, dated 2026-02-12]",S2,Company filing,2026-02-12,2026-02-12,KPMG provided a limited-assurance (ISAE 3000) opinion that the remuneration report meets section 6-16b of the Norwegian Public Limited Liability Companies Act — an external check most jurisdictions' proxy statements do not carry,False,,None
04-001,NHY,2026-07-19,04_ownership-and-insider-behavior,Ownership,What % of Hydro does the CEO personally own?,Green,111605,shares (~0.0057%),FY2025 (31.12.2025),Not disclosed in pool,Not enough history,No peer set,N/A,3,5,0,5,Low,"[integrated-annual-report-2025.pdf, ""Other details,"" p.46]",S1,Audited annual report,2026-02-12,2025-12-31,"Modest but real, purchased-not-free-granted stake (LTI mechanism); not large enough to be a strong alignment signal on its own.",False,,None
04-002,NHY,2026-07-19,04_ownership-and-insider-behavior,Ownership,What % of Hydro does the CFO personally own?,Green,23659,shares (~0.0012%),FY2025 (31.12.2025),Not disclosed in pool,Not enough history,No peer set,N/A,2,5,0,5,Low,"[integrated-annual-report-2025.pdf, ""Other details,"" p.46]",S1,Audited annual report,2026-02-12,2025-12-31,Smaller than CEO's stake; same LTI purchase mechanism.,False,,None
04-003,NHY,2026-07-19,04_ownership-and-insider-behavior,Ownership,What is combined Board + ELT ownership as a % of shares outstanding?,Amber,0.027,%,FY2025 (31.12.2025),Not disclosed in pool,Not enough history,No peer set,N/A,8,25,0,5,Medium,"[integrated-annual-report-2025.pdf, ""Other details,"" p.46; shares outstanding 1,965,278,330 per ""Common share data,"" p.65]",S1,Audited annual report,2026-02-12,2025-12-31,Personal insider ownership is negligible in percentage terms across the whole leadership team.,False,,Request FY2024 comparative table to establish a trend.
04-004,NHY,2026-07-19,04_ownership-and-insider-behavior,Control Structure,"What % does the largest single shareholder (Norwegian State) hold, and on what mandate?",Red,34.49,%,2026-07-18,34.8% (FY2024),Stable to slightly declining as % of issued shares,No peer set,N/A,4,10,-6,5,Critical,"[integrated-annual-report-2025.pdf, Note 9.1, p.198; NUES Report §14, p.293; NorskHydroASAOBNHY_PublicCompany.pdf, Top Holders, 2026-07-18]",S1/S2,Audited annual report / vendor export,2026-02-12 / 2026-07-18,2026-07-18,"Government control per §24 Filter 6(a): the State's stated objective is industrial-policy, not per-share value maximization; structural cap, not a valuation discount.",True,RF-OWN-004,Track whether the State supports or blocks any future value-accretive corporate action.
04-005,NHY,2026-07-19,04_ownership-and-insider-behavior,Control Structure,Does the State hold preferential voting rights?,Green,0,preferential votes,FY2025,Same historically,Stable,No peer set,N/A,10,10,0,5,Low,"[integrated-annual-report-2025.pdf, Note 9.1, p.198]",S1,Audited annual report,2026-02-12,2025-12-31,Mitigant to the government-control flag — the State cannot extract value via differential voting power.,False,,None
04-006,NHY,2026-07-19,04_ownership-and-insider-behavior,Ownership,"What is the second-largest state-linked holder, and is its mandate return-based or policy-based?",Green,7.29,%,2026-07-18,7.0% (FY2024),Slightly increasing,No peer set,N/A,7,10,0,4,Medium,"[integrated-annual-report-2025.pdf, Note 9.1, p.198]",S1,Audited annual report,2026-02-12,2025-12-31,"Folketrygdfondet is state-owned but return-mandated, distinct from the Ministry's industrial-policy stake.",False,,None
04-007,NHY,2026-07-19,04_ownership-and-insider-behavior,Insider Transactions,Is there a pool-sourced insider transaction log for the last 12 months?,Insufficient Data,0,filings found,Last 12 months,Not applicable,Not enough history,No peer set,N/A,0,20,-15,1,Medium,Confirmed absent across all data/NHY/ files,S7,In-module triage,2026-07-19,2026-07-19,Real data gap — component capped per MODULE_RULES and fix F20.,False,,Request Oslo Børs managers'-transactions / VPS primary-insider filings.
04-008,NHY,2026-07-19,04_ownership-and-insider-behavior,Insider Transactions,"Is there web-sourced evidence of recent insider buying, and does it count toward a red flag?",Not Applicable,87.36,NOK/share (LTI price),2026-04-22/23,Not disclosed,Not enough history,No peer set,N/A,0,0,0,2,Low,"[Web: GlobeNewswire, 2026-04-22/23 (unverified, not in pool)]",S5,Web (unverified),2026-04-22,2026-04-22,Labeled context only; scheduled plan-based purchase; does not trigger a red flag because it is not pool-sourced.,False,,Confirm via a pool filing if available in a future pull.
