finding_id,ticker,date,agent,section,question,standardized_verdict,raw_value,unit,current_period,prior_period,trend,peer_benchmark,peer_verdict,score,max_score,penalty,confidence_1_to_5,materiality,evidence,source_id,source_type,source_date,as_of_date,analyst_interpretation,red_flag_triggered,red_flag_id,follow_up_required
01-011,ORCL,2026-08-14,01_management-and-track-record,Promise vs Delivery,FY2027 guidance vs Street gap,Green,-0.74,"% (revenue gap, guidance vs consensus)",FY2027,N/A,N/A,Consensus essentially at guidance on EPS; below on revenue,In line,16,30,0,5,Low,"[earnings/04_guidance-consensus.md, Section 3]",S3,Cross-module (vendor-sourced),2026-08-14,2026-08-14,Management is not currently over-promising versus what the Street already expects,False,,None
01-012,ORCL,2026-08-14,01_management-and-track-record,Execution Record,RPO growth as demand-execution proof point,Green,363,% YoY growth ($638bn from $138bn),FY2026,FY2025,Improving,No peer set,N/A,20,25,0,5,High,"[FY26 10-K, Item 7 MD&A]; [Q4 FY26 earnings call, CFO prepared remarks]","S1,S8",Annual filing / Transcript,2026-05-31,2026-05-31,"Genuine, large, verifiable demand delivery - the strongest positive execution signal in the record",False,,Monitor conversion of RPO into recognized revenue on the disclosed 12%/34% near-term schedule
01-013,ORCL,2026-08-14,01_management-and-track-record,Execution Record,Capital/cost discipline execution,Red,-24537,$mm levered free cash flow (CFO minus total capex),FY2026,FY2025 (positive),Deteriorating,No peer set,N/A,6,25,-6,5,High,"[Oracle Corporation NYSE ORCL Financials_Annual.xls, Cash Flow tab]; [business-model/11_capital-allocation-governance.md]",S4,Vendor financial export / Cross-module,2026-05-31,2026-05-31,Capex has outrun operating cash flow so completely that free cash flow turned sharply negative in the same year capex guidance was missed mid-year,True,RF-CAP-003,Track FY2027 FCF trajectory against the ~$70bn net capex guide
01-014,ORCL,2026-08-14,01_management-and-track-record,Turnaround & Integrity Test,Turnaround thesis without proven inflection? (Filter 2),Not Applicable,,,FY2026,,,,,,,0,5,,"[FY26 10-K, Item 7 MD&A; Q4FY26 Earnings Press Release]","S1,S8",Annual filing / Press release,2026-06-10,2026-06-10,"Oracle is a growing, financially healthy incumbent, not a distressed turnaround - Filter 2 base-rate penalty does not apply",False,,None
01-015,ORCL,2026-08-14,01_management-and-track-record,Turnaround & Integrity Test,Unresolved adverse integrity signal (Filter 1),Red,1,count (unresolved securities class action),Filed 2026-02-03; unresolved as of 2026-06-22 (10-K date),N/A,Unresolved,No peer set,N/A,0,10,-10,3,Critical,"[business-model/01_disqualifier-scan.md, Section 3]; [FY26 10-K, Note 15]; [Oracle Corporation NYSE ORCL Key Developments.xls, 2026-02-05 entry]","S2,S5",Cross-module / Material-event disclosure,2026-06-22,2026-06-22,Chased through all available pool sources; neither cleared nor escalated to proof - caps Management Quality at 60 and conviction at Watchlist per MODULE_RULES,True,RF-MGT-005,Track motion-to-dismiss ruling / settlement / SEC action in future filings
02-001,ORCL,2026-08-14,02_capital-allocation-scorecard,Uses of Capital,"Cumulative uses of capital vs cumulative CFO, FY22-26",Red,233.0,% (uses / CFO),FY2022-FY2026,N/A,Deteriorating,No peer set,N/A,3,15,-5,5,High,"[Financials_Annual.xls, Cash Flow tab]",S2,Vendor financial export,2026-05-31,2026-05-31,"Uses of capital exceed operating cash generation by $130.5bn over 5 years, closed by new debt/equity issuance, not operating cash",True,RF-CAP-003,Track whether FY2027 CFO growth narrows this gap
02-002,ORCL,2026-08-14,02_capital-allocation-scorecard,M&A Scorecard,Serial-acquirer / opportunity-cost test (Filter 4),Green,2,count of material deals in 10 years,"FY2017, FY2023",N/A,Stable,No peer set,N/A,12,20,0,5,Medium,"[Financials_Annual.xls, Cash Flow tab, Cash Acquisitions row, FY2017-FY2026]",S2,Vendor financial export,2026-06-22,2026-06-22,"Not a serial-acquirer pattern; RF-CAP-004 does not trigger, but neither deal carries a disclosed, checkable return",False,,None
02-003,ORCL,2026-08-14,02_capital-allocation-scorecard,M&A Scorecard,Cerner deal opportunity cost - debt capacity consumed pre-AI-capex cycle,Amber,14622,$mm debt increase in the Cerner deal year (FY2023),FY2023,FY2022,N/A,No peer set,N/A,8,20,0,4,High,"[Financials_Annual.xls, Capital-Structure-Summary tab, Total Debt row]",S5,Vendor financial export,2023-05-31,2023-05-31,"Debt-funded Cerner deal used leverage headroom that was needed again, at far larger scale, three years later for the OCI capex ramp",False,,Monitor whether management discloses any Cerner/Oracle Health standalone return metric in future filings
02-004,ORCL,2026-08-14,02_capital-allocation-scorecard,M&A Scorecard,Goodwill impairment recorded against NetSuite or Cerner,Green,0,$mm impairment recorded,FY2026,FY2017-FY2025,Stable,No peer set,N/A,15,20,0,5,Medium,"[FY26 10-K, Goodwill impairment testing note]",S1,Annual filing,2026-03-01,2026-03-01,"No impairment is a floor (deal has not failed), not proof the deal cleared its cost of capital absent disclosed return data",False,,None
02-005,ORCL,2026-08-14,02_capital-allocation-scorecard,Buyback Scorecard,"Diluted share count change, FY2017->FY2023 trough",Green,-34.4,% change,FY2023,FY2017,Improving (historically),No peer set,N/A,18,20,0,5,High,"[Financials_Annual.xls, Income Statement tab, Weighted Avg. Diluted Shares Out.]",S3,Vendor financial export,2023-05-31,2023-05-31,"Real, large per-share value creation via buybacks over this stretch",False,,None
02-006,ORCL,2026-08-14,02_capital-allocation-scorecard,Buyback Scorecard,"Diluted share count change, FY2023 trough->FY2026",Red,5.3,% change (reversal),FY2026,FY2023,Deteriorating,No peer set,N/A,4,20,-6,5,High,"[Financials_Annual.xls, Income Statement tab]",S3,Vendor financial export,2026-05-31,2026-05-31,Buybacks have stopped offsetting SBC and preferred-conversion dilution; share count is rising again,True,RF-CAP-002,Track diluted share count each quarter of FY2027
02-007,ORCL,2026-08-14,02_capital-allocation-scorecard,Buyback Scorecard,"Buyback spend vs SBC expense, FY2026",Red,1.9,% (buyback $ / SBC $),FY2026,FY2022 (664%),Deteriorating,No peer set,N/A,2,15,-5,5,High,"[FY26 10-K]; [Financials_Annual.xls, Cash Flow tab, Stock-Based Compensation]","S1,S2",Annual filing / Vendor financial export,2026-05-31,2026-05-31,Buybacks are now a token gesture next to SBC-driven dilution,True,RF-CAP-002,None beyond ongoing tracking
02-008,ORCL,2026-08-14,02_capital-allocation-scorecard,Buyback Scorecard,"Implied average buyback price vs FY trading range, FY2026",Amber,232.5,$/share implied avg (mid-range of $136.48-$328.33),FY2026,"FY2025 ($153.85, also mid-range)",N/A,No peer set,N/A,8,15,0,4,Low,"[FY26 10-K]; [ORCL_Charting-Excel-Export, Pane 1]","S1,S6",Annual filing / Vendor price export,2026-05-31,2026-05-31,No evidence of price discipline (buying at lows); amount spent is too small to matter economically either way,False,,None
02-009,ORCL,2026-08-14,02_capital-allocation-scorecard,Dividends & Reinvestment,"Dividend coverage by FCF, FY2026",Red,-409.4,% (FCF / total dividends paid),FY2026,"FY2024 (269%, covered)",Deteriorating,No peer set,N/A,0,20,-10,5,Critical,"[Financials_Annual.xls, Cash Flow tab, Levered Free Cash Flow and Total Dividends Paid]",S2,Vendor financial export,2026-05-31,2026-05-31,"Dividend is funded by debt/preferred/equity issuance, not operations",True,RF-CAP-003,Track FY2027 FCF trajectory against the ~$70bn net capex guide and the dividend decision
02-010,ORCL,2026-08-14,02_capital-allocation-scorecard,Dividends & Reinvestment,"Payout ratio trend, FY2022-FY2026",Green,33.4,"% (FY2026, common dividends / net income)",FY2026,FY2022 (51.5%),Improving (ratio itself falling),No peer set,N/A,13,15,0,5,Medium,"[FY26 10-K]; [Financials_Annual.xls, Cash Flow tab]","S1,S2",Annual filing / Vendor financial export,2026-05-31,2026-05-31,Payout ratio is not the stress point - cash coverage is; net income is outrunning the dividend even as cash flow cannot cover it,False,,None
02-011,ORCL,2026-08-14,02_capital-allocation-scorecard,Organic Reinvestment,"Incremental ROIC, FY2023-FY2026 (3-yr)",Amber,7.0,% (Delta NOPAT / Delta Invested Capital),FY2023-FY2026,N/A,N/A,No peer set - WACC comparison out of scope for this module,N/A,8,15,0,3,High,"Own computation from [Financials_Annual.xls, Income Statement tab and Balance Sheet tab]","S3,S4",Vendor financial export (derived),2026-05-31,2026-05-31,Thin return relative to the scale of new capital being committed; not yet tested by the FY2026 capex step-up,False,,Recompute once FY2027 EBIT/invested-capital figures are reported
02-012,ORCL,2026-08-14,02_capital-allocation-scorecard,Debt & Leverage,"Total debt change, FY2025-FY2026",Red,53.7,% increase,FY2026,FY2025,Deteriorating,No peer set,N/A,2,10,-6,5,Critical,"[Financials_Annual.xls, Capital-Structure-Summary tab, Total Debt row]; [Key-Developments.xls, 2026-07-09 S&P downgrade entry]","S5,S7",Vendor financial export / Material-event disclosure,2026-05-31,2026-05-31,"Largest one-year leverage increase in the ten-year record, followed by a credit downgrade to BBB-",True,RF-CAP-003,Track S&P/Moody's/Fitch actions through FY2027
03-001,ORCL,2026-08-14,03_incentives-and-compensation,Compensation Structure,Is CEO (either co-CEO) compensation disclosed?,Insufficient Data,,,FY26,N/A,N/A,No peer set,N/A,,,0,5,Critical,"[FY26 10-K, Item 11 index / Items 10-14 incorporation-by-reference]",S1,Annual filing,2026-06-22,2026-06-22,"2026 Proxy Statement not yet filed (due ~Sept-28-2026); no CEO comp table, no bonus/LTIP metrics anywhere in the pool",False,,Re-run this agent once the 2026 Proxy Statement is filed
03-002,ORCL,2026-08-14,03_incentives-and-compensation,Compensation Structure,CFO base salary,Green,950000,USD/yr,FY26 (from Apr-6-2026 start),N/A (new hire),N/A,No peer set,N/A,8,10,0,5,Medium,"[FY26 10-K, Exhibit 10.15]",S2,Exhibit to annual filing,2026-01-19,2026-01-19,"Base salary is a clean, filed, verifiable figure - modest relative to the total package",False,,None
03-003,ORCL,2026-08-14,03_incentives-and-compensation,Compensation Structure,CFO annual bonus target and cap,Amber,2500000,USD target (5000000 cap),FY26,N/A,N/A,No peer set,N/A,8,15,0,4,High,"[FY26 10-K, Exhibit 10.15]",S2,Exhibit to annual filing,2026-01-19,2026-01-19,"Dollar target and 2x cap are disclosed, but the underlying performance metrics inside the FY26 Executive Bonus Plan are not - cannot judge what the bonus actually rewards",False,,Obtain the FY26 Executive Bonus Plan document or the 2026 Proxy CD&A
03-004,ORCL,2026-08-14,03_incentives-and-compensation,Performance Metrics,CFO PSO performance metric classification,Red,20,% of CFO total target equity value tied to a performance condition,FY26 grant (vests through May-31-2028),N/A (new hire),N/A,No peer set,N/A,4,25,0,5,High,"[FY26 10-K, Exhibit 10.15]",S2,Exhibit to annual filing,2026-01-19,2026-01-19,"The only concretely disclosed performance metric in the entire pool is revenue metrics - a size-based metric, not per-share or returns-based, disclosed in a year of negative free cash flow and rising debt",False,,Confirm the specific revenue target/threshold and whether any per-share or margin overlay exists once the metric detail is disclosed
03-005,ORCL,2026-08-14,03_incentives-and-compensation,Performance Metrics,CFO time-based equity performance-linkage,Red,80,% of CFO total target equity value that is purely time/service-vested,FY26 grant,N/A,N/A,No peer set,N/A,5,20,0,5,Medium,"[FY26 10-K, Exhibit 10.15]",S2,Exhibit to annual filing,2026-01-19,2026-01-19,"Four-fifths of the CFO's equity grant vests on tenure alone (40/30/20/10 over 4 years), with no performance condition at all - a retention tool, not a pay-for-performance lever",False,,None beyond monitoring future grant design
03-006,ORCL,2026-08-14,03_incentives-and-compensation,Pay vs Performance,CEO/CFO say-on-pay support,Insufficient Data,,% votes in favor,FY2026 AGM (not yet held),N/A,N/A,No peer set,N/A,,,0,5,Medium,Not in pool,S4,Governance data triage,2026-08-14,2026-08-14,2026 AGM has not occurred; no FY2025 say-on-pay result present in the pool either,False,,Track the 2026 AGM voting results once filed
03-007,ORCL,2026-08-14,03_incentives-and-compensation,Pay vs Performance,Company-wide equity dilution discipline,Green,1.0,% annualized dilution (since Jun-1-2023); 3.5% max potential dilution,FY26,FY2023-FY2026,Stable,No peer set,N/A,7,10,0,5,Low,"[FY26 10-K, Equity Compensation Plan Information]",S1,Annual filing,2026-05-31,2026-05-31,"A disclosed, bounded dilution ceiling is a real (if narrow) shareholder-protection data point, independent of the metric-quality question",False,,None
03-008,ORCL,2026-08-14,03_incentives-and-compensation,Pay vs Performance,Clawback / incentive-compensation recovery trigger,Green,0,count of restatements requiring incentive-comp recovery analysis,FY26,N/A,N/A,No peer set,N/A,5,5,0,5,Low,"[FY26 10-K, cover page checkboxes]",S1,Annual filing,2026-06-22,2026-06-22,"No restatement, so the SEC clawback rule was not triggered - a clean data point on financial-statement integrity, not a comp-design signal",False,,None
03-009,ORCL,2026-08-14,03_incentives-and-compensation,Pay vs Performance,CFO total target pay vs generic tech-executive peer range,Amber,29450000,"USD (base + target bonus + target equity value, pre-FY26 proration)",FY26,N/A (new hire),N/A,Web-sourced generic tech-CEO band ~$25M-$40M+,Comparable to a CEO-level band despite being a CFO role,6,15,0,2,Medium,"[FY26 10-K, Exhibit 10.15]; Web-sourced peer-benchmarking context, accessed 2026-08-14 (unverified)","S2,S5",Exhibit to annual filing / Web (unverified),2026-08-14,2026-08-14,"The CFO's target package sits inside a range typically reserved for large-cap tech CEOs, not CFOs - a magnitude flag, though no Oracle-specific CFO peer figure was available to confirm this precisely",False,,Benchmark against a named CFO peer set once a licensed comp database is available
03-010,ORCL,2026-08-14,03_incentives-and-compensation,Compensation Structure,CEO pay-package cost of the co-CEO structure (qualitative),Insufficient Data,,,FY26,"Single CEO (Catz, through Sept-2025)",N/A,No peer set,N/A,,,0,3,Medium,"[FY26 10-K, Item 10]",S1,Annual filing,2025-09-22,2025-09-22,"Oracle now funds two CEO packages instead of one; without disclosed dollar figures this cannot be scored, but it is a structural cost question the 2026 Proxy should answer",False,,Compare combined co-CEO total pay to the prior single-CEO figure once the 2026 Proxy is filed
04-001,ORCL,2026-08-14,04_ownership-and-insider-behavior,Ownership,Founder/Executive Chair ownership %,Green,40.21,% of total shares outstanding,"As of Sep-19-2025 position date, reported Aug-2026","FY2016-FY2026 (stable, ~40%)",Stable,No peer set,N/A,20,25,0,5,High,"[Oracle Corporation NYSE ORCL Public Ownership Summary.rtf, Top Holders table]",S1,Ownership export (data vendor),2026-08-13,2026-08-13,"Very large, stable, engaged founder stake - the single strongest alignment signal in the ownership profile",False,,Confirm exact figure and any beneficial-ownership adjustments once the 2026 DEF 14A is available
04-002,ORCL,2026-08-14,04_ownership-and-insider-behavior,Ownership,Total insider/individuals ownership class %,Green,40.45,% of total shares outstanding,Latest,Stable,Stable,No peer set,N/A,18,25,0,4,High,"[Oracle Corporation NYSE ORCL Public Ownership Summary.rtf, Ownership Summary table]",S1,Ownership export (data vendor),2026-08-13,2026-08-13,Insider class ownership is almost entirely Ellison's stake; other insiders hold a small combined balance,False,,None
04-003,ORCL,2026-08-14,04_ownership-and-insider-behavior,Ownership,"Bought (cash, open market) vs. granted/option-exercised",Amber,0,"count of open-market cash purchases by Ellison or the co-CEOs, trailing 12 months and historically",FY2009-FY2026 record,N/A,N/A,No peer set,N/A,8,15,0,4,Medium,"[Oracle Corporation NYSE ORCL Public Ownership Insider Trading.xls, full history]",S3,Insider transaction export (data vendor),2026-08-13,2026-08-13,Founder's stake was built through option exercises (cash paid at strike) rather than open-market purchases with free cash; still a real cash outlay at exercise but a weaker signal than a true open-market buy,False,,None
04-004,ORCL,2026-08-14,04_ownership-and-insider-behavior,Insider Transactions,"Net insider activity, trailing 12 months",Red,-387592,"net shares (buys minus sells, 3-month snapshot)",May-Aug 2026 (latest snapshot); full year all-sale pattern from named execs,N/A,N/A,No peer set,N/A,6,20,-4,4,Medium,"[Oracle Corporation NYSE ORCL Public Ownership Summary.rtf, Ownership Activity table]; [Insider Trading tab, Sept 2025-Jun 2026 rows]","S1,S3",Ownership/insider export (data vendor),2026-08-13,2026-08-13,Every dollar-material Form 4 from a named executive in the trailing 12 months is a sale; no open-market buying signal present,True,RF-MKT-001,"Track whether sales continue post-FQ1 FY2027 print (Sept 4, 2026)"
04-005,ORCL,2026-08-14,04_ownership-and-insider-behavior,Pledging & Encumbrance,Pledged shares as % of insider holding,Green,0,"% (policy-prohibited, none disclosed)",FY2026,N/A,Stable,Threshold >=40-50%,N/A,20,20,0,5,High,"[FY26 10-K, Margin Accounts and Pledging Oracle Securities]; [business-model/01_disqualifier-scan.md, item 2]","S4,S5",Annual filing / Cross-module disqualifier scan,2026-06-22,2026-06-22,Company policy explicitly bans margin/pledging by insiders; no pledge disclosure found anywhere in the pool,False,,None
04-006,ORCL,2026-08-14,04_ownership-and-insider-behavior,Control Structure,Dual-class / super-voting share structure present?,Green,0,count (none found),FY2026,N/A,N/A,No peer set,N/A,10,10,0,4,Medium,"[FY26 10-K, cover page]",S4,Annual filing,2026-06-22,2026-06-22,"Single class, one-share-one-vote common stock - no structural vote-multiplier risk",False,,None
04-007,ORCL,2026-08-14,04_ownership-and-insider-behavior,Control Structure,Controlled-company status (>50% voting bloc),Green,40.21,% (below the 50% controlled-company threshold),FY2026,N/A,N/A,No peer set,N/A,8,10,0,4,Medium,[Oracle Corporation NYSE ORCL Public Ownership Summary.rtf],S1,Ownership export (data vendor),2026-08-13,2026-08-13,"Large plurality, not a formal controlling majority; a single 40%+ holder still has outsized practical influence at any actual shareholder vote",False,,None
04-008,ORCL,2026-08-14,04_ownership-and-insider-behavior,Control Structure,Structurally unaligned controlling owner test (Section 24 Filter 6),Not Applicable,,,FY2026,,,,,,,0,5,,[Oracle Corporation NYSE ORCL Public Ownership Summary.rtf]; [management-governance/01_management-and-track-record.md],"S1,S7",Ownership export / intra-module upstream,2026-08-13,2026-08-13,"Founder-operator concentrated stake, not government control / listed-subsidiary-of-parent / sprawling conglomerate - Filter 6 does not trip",False,,None
04-009,ORCL,2026-08-14,04_ownership-and-insider-behavior,Market Conduct,Insider selling ahead of subsequently disclosed weak results,Not Proven,,,Trailing 12 months,N/A,N/A,No peer set,N/A,,,0,3,Medium,[Insider Trading tab]; [earnings/04_guidance-consensus.md],"S3,S8",Insider transaction export / Cross-module earnings,2026-08-13,2026-08-13,"Sale clusters coincide with the Sept 2025 co-CEO transition announcement and the Jun 2026 earnings call, both publicly known catalysts, not undisclosed bad news; pool lacks exchange-surveillance data to fully clear the pattern",False,,Monitor next two quarters of Form 4 filings against subsequent print quality
04-010,ORCL,2026-08-14,04_ownership-and-insider-behavior,Market Conduct,Institutional holder quality/trend - genuine net exits vs. reporting reclassification,Amber,-174802084,"shares (nominal Vanguard Group outflow, largely explained by intra-Vanguard entity reclassification)",Dec-2025 to Mar-2026 quarter,N/A,N/A,No peer set,N/A,10,15,0,3,Medium,"[Insider Trading tab, Top Buyers and Sellers table]",S1,Ownership export (data vendor),2026-08-13,2026-08-13,"Largest nominal institutional 'sale' is very likely an internal Vanguard reporting-entity change, not a genuine exit; genuine reductions (JPM, Fidelity, Coatue full exit, BMO) are smaller and not flagged as alarming in isolation",False,,Confirm via next quarter's 13F data whether Vanguard's aggregate ORCL position is actually stable
05-001,ORCL,2026-08-14,05_board-and-shareholder-rights,Board Composition,Board size and independent-director %,Amber,61.5,% independent (8 of 13),"FY2025 board, seated through FY26 10-K signing",Not retrieved,Not enough history,No detailed peer governance data pulled; MSFT/SAP/AMZN have no comparable ~40% founder bloc,Worse than peers,10,20,0,3,High,"[FY26 10-K, signature page]; [Web: Oracle FY2025 DEF 14A search synthesis, 2026-08-14 (unverified)]","S1,S7",Annual filing / Web (unverified),2026-08-14,2026-08-14,"Nominal independent majority exists but is offset by 5 insider/executive seats including the founder-Chair, who also controls ~40% of the vote",False,,Confirm exact figure and committee assignments once the 2026 DEF 14A is filed
05-002,ORCL,2026-08-14,05_board-and-shareholder-rights,Board Composition,Chair / CEO role split,Amber,0,boolean (1=independent chair),FY2026,Stable since Sept 2014,Stable,No peer set,N/A,5,10,0,4,High,"[FY26 10-K, Item 10, Ellison bio]",S1,Annual filing,2026-06-22,2026-06-22,Titles are split but Chair is an executive/operating role held by the founder and largest shareholder - not board-leadership independence in substance,False,,None
05-003,ORCL,2026-08-14,05_board-and-shareholder-rights,Board Composition,Audit & Compensation Committee independence,Green,100,% independent membership,FY2025,Not retrieved,Not enough history,No peer set,N/A,13,15,0,3,High,"[Web: Oracle FY2025 DEF 14A search synthesis, 2026-08-14 (unverified)]",S7,Web (unverified),2026-08-14,2026-08-14,"Both key oversight committees are fully independent by NYSE/SEC standard, a genuine structural positive",False,,Confirm Nominating/Governance Committee composition once the 2026 proxy is filed
05-004,ORCL,2026-08-14,05_board-and-shareholder-rights,Tenure & Refreshment,Long-tenured independent director staleness,Amber,32,years (longest-tenured independent director),FY2026,Director since 1994,Deteriorating,ISS ~9-year soft-independence-impairment guideline,Worse than common proxy-advisor guidance,6,20,0,2,Medium,"[Web: search synthesis of historical Oracle DEF 14A filings and IR press releases, 2026-08-14 (unverified)]",S11,Web (unverified),2026-08-14,2026-08-14,"Two of eight independent directors have sat alongside the founder for decades, impairing true independence regardless of NYSE technical status",False,,Confirm exact tenure dates in the 2026 proxy
05-005,ORCL,2026-08-14,05_board-and-shareholder-rights,Tenure & Refreshment,"Board refreshment, trailing 12 months",Green,2,count of new independent directors,Nov-2025 to May-2026,0 (inference),Improving,No peer set,N/A,5,10,0,3,Medium,"[Web: Oracle IR press releases on Rusckowski and Mihaljevic elections, 2026-08-14 (unverified)]",S11,Web (unverified),2026-08-14,2026-08-14,"Genuine refreshment, concurrent with retaining two former CEOs as Executive Vice Chairs rather than departing",False,,None
05-006,ORCL,2026-08-14,05_board-and-shareholder-rights,Related-Party Transactions,Current-period material RPT disclosed,Green,0,count of dollar-valued RPTs disclosed,FY2026,FY2025: also none disclosed,Stable,No peer set,N/A,16,20,0,4,High,"[FY26 10-K, Related Party Disclosures note]; [business-model/01_disqualifier-scan.md, item 3]","S1,S4",Annual filing / Cross-module,2026-06-22,2026-06-22,The audited note carries no dollar-valued related-party transactions for the current period; fuller Item 13 detail unavailable pending the 2026 proxy,False,,Re-check Item 13 of the 2026 proxy once filed
