multi_tab_detail,Uber Technologies Inc NYSE UBER Financials_Quarterly.xls,Segments,70×35,Low
multi_tab_detail,"UberTechnologies,IncNYSEUBEREstimatesReport.xls / (1).xls (identical tab sets)",Consensus,447×41,Low
multi_tab_detail,"UberTechnologies,IncNYSEUBEREstimatesReport.xls / (1).xls",Recent Changes,265×10,Low
multi_tab_detail,"UberTechnologies,IncNYSEUBEREstimatesReport.xls / (1).xls",Guidance,109×29,"Low-Medium (guidance-vs-delivery, candor cross-check)"
multi_tab_detail,"UberTechnologies,IncNYSEUBEREstimatesReport.xls / (1).xls",Multiples,26×7,None
multi_tab_detail,"UberTechnologies,IncNYSEUBEREstimatesReport.xls / (1).xls",Surprise,211×31,"Low-Medium (beat/miss track record, candor cross-check)"
multi_tab_detail,"UberTechnologies,IncNYSEUBEREstimatesReport.xls / (1).xls",Trends,303×21,Low
multi_tab_detail,"UberTechnologies,IncNYSEUBEREstimatesReport.xls / (1).xls",Revisions,467×21,Low
source_coverage_matrix,Governance Need,Best Available Source,Period,Confidence 1–5,Missing?,Replacement Source
source_coverage_matrix,Board composition,Board Members.rtf (CIQ) + 10-K Item 10 reference,Current (as of Aug-2026 extraction),3,N,—
source_coverage_matrix,Compensation,Not available at the individual pay-table / metric-weight level,N/A,—,Y,2026 DEF 14A Proxy Statement (not in pool)
source_coverage_matrix,Ownership,Public Company Profile investor-name list (no %); 10-K holder-of-record count,Feb-2026 / Aug-2026,2,Partial,"2026 DEF 14A ""Security Ownership"" table + Schedule 13D/13G filings (not in pool)"
source_coverage_matrix,Insider trades,Not available (no Form 4 data),N/A,—,Y,SEC EDGAR Form 4 filings / Capital IQ Insider Transactions export (not in pool)
source_coverage_matrix,Related-party transactions,"FY25 10-K Notes (Moove, Lime, Careem)",FY2025,5,N (figures present; proxy-level RPT policy narrative absent),2026 Proxy Statement (RPT policy detail)
source_coverage_matrix,Auditor report,"FY25 10-K, Report of Independent Registered Public Accounting Firm (PwC, unqualified, ICFR effective)",FY2025,5,N,—
source_coverage_matrix,Secretarial / compliance report,Not applicable in the US regime (no equivalent required document),N/A,—,N/A,—
source_coverage_matrix,AGM voting,"Key Developments.rtf notes the AGM date (May-04-2026) and agenda (director elections, Say-on-Pay, Say-on-Pay frequency, PwC ratification) but not the vote-result tallies",May-2026 (agenda only),2,Partial,8-K filing of AGM voting results (not in pool)
source_coverage_matrix,Capital-allocation history,Key Developments.rtf (buyback tranches) + Financials_Annual/Quarterly.xls Cash Flow tabs,FY2016–LTM(Jun-2026),4,N,—
source_coverage_matrix,Legal / regulatory cases,"FY25 10-K Item 3 (driver classification, sexual-assault MDL, state unemployment tax); Key Developments.rtf (two bellwether-trial verdicts)",FY2025–2026,4,N,—
data_freshness,Source,Period,As-of Date,Age,Stale?,Impact
data_freshness,FY25 10-K,FY2025 (ended Dec-31-2025),Filed Feb-13-2026,~6 months,N,"Primary annual source, current"
data_freshness,Q2 FY26 10-Q,Q2 FY2026 (ended Jun-30-2026),Filed Aug-05-2026,~3 days,N,Most current filing in the pool
data_freshness,Q1 FY26 10-Q,Q1 FY2026 (ended Mar-31-2026),Filed May-06-2026,~3 months,N,Current
data_freshness,Board Members / Professionals (CIQ),Current roster,Extraction Aug-06-2026,~2 days,N,"Reflects most recent management changes (CFO transition, CPO/President reorg)"
data_freshness,Key Developments (CIQ),Multi-year events feed through mid-2026,Extraction Aug-07-2026,~1 day,N,Covers buyback tranches through Q1 FY2026 and management-change events through May-2026
data_freshness,Public Company Profile (CIQ),Quote/ownership snapshot,Extraction Aug-06-2026 (quote as of Aug-05-2026 close),~3 days,N,Current
data_freshness,2026 Proxy Statement,N/A,Not in pool,N/A,"N/A — absent, not stale",The single most valuable missing document (see §6)
